game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,2.0019385759838366,1.0,0.06084004661622939,2.0019385759838366
0,1,pure,individual,1.9999981985552924,1.0,0.06084004661622939,1.9999981985552924
0,2,pure,individual,1.9985422101862949,1.0,0.06084004661622939,1.9985422101862949
0,3,pure,individual,0.0,1.0,0.06084004661622939,0.0
0,0,partial,individual,2.001938575983836,1.0,0.06084004661622939,2.001938575983836
0,1,partial,individual,1.9999981985552924,1.0,0.06084004661622939,1.9999981985552924
0,2,partial,individual,1.9985422101862946,1.0,0.06084004661622939,1.9985422101862946
0,3,partial,individual,-2.220446049250313e-16,1.0,0.06084004661622939,-2.220446049250313e-16
0,0,full,individual,2.0019385759838357,1.0,0.06084004661622939,2.0019385759838357
0,1,full,individual,1.999998198555292,1.0,0.06084004661622939,1.999998198555292
0,2,full,individual,1.9985422101862946,1.0,0.06084004661622939,1.9985422101862946
0,3,full,individual,0.0,1.0,0.06084004661622939,0.0
