game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,-2.3616743014804396,-1.1420923057255792,-6.051582016052212,2.067848885454185
0,1,pure,individual,-1.9292783248687906,-1.0693365802085328,-6.051582016052212,1.8041824815275274
0,2,pure,individual,-2.1017097175146513,-0.7572575068057147,-6.051582016052212,2.775422757286545
0,3,pure,individual,-0.3443891442943682,0.7686581312993666,-6.051582016052212,-0.4480394212602692
0,0,partial,individual,-2.2024746826340715,-1.1420923057255792,-6.051582016052212,1.9284559326707171
0,1,partial,individual,-1.94202292333374,-1.0693365802085328,-6.051582016052212,1.8161007107369538
0,2,partial,individual,-1.6912417243448647,-0.7572575068057147,-6.051582016052212,2.2333772978744166
0,3,partial,individual,-0.019133611517993643,0.7686581312993666,-6.051582016052212,-0.024892225475647435
0,0,full,individual,-2.3984585782796795,-1.1420923057255792,-6.051582016052212,2.100056682157509
0,1,full,individual,-1.9848486053113241,-1.0693365802085328,-6.051582016052212,1.8561495436023108
0,2,full,individual,-1.602962909511092,-0.7572575068057147,-6.051582016052212,2.116800289339826
0,3,full,individual,0.0,0.7686581312993666,-6.051582016052212,0.0
