game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,-17.28890036182342,-0.7623427572306057,-1.6911152357886583,22.678644478278414
0,1,pure,individual,10.097751781190723,0.48285977969754923,-1.6911152357886583,20.91238948813606
0,2,pure,individual,-13.30322975020249,-0.5813104943489942,-1.6911152357886583,22.884895214390873
0,3,pure,individual,1.9855699325361218,0.0899134606987028,-1.6911152357886583,22.08312211660615
0,0,partial,individual,-5.9564865273105845,-0.7623427572306057,-1.6911152357886583,7.813396888492731
0,1,partial,individual,6.245837142003846,0.48285977969754923,-1.6911152357886583,12.935095041289369
0,2,partial,individual,-4.181553761788802,-0.5813104943489942,-1.6911152357886583,7.193322333655264
0,3,partial,individual,2.001382249220476,0.0899134606987028,-1.6911152357886583,22.258983623453723
0,0,full,individual,-1.5760475303923944,-0.7623427572306057,-1.6911152357886583,2.067373914743767
0,1,full,individual,2.04382690096084,0.48285977969754923,-1.6911152357886583,4.232754490840052
0,2,full,individual,-1.0506593206132986,-0.5813104943489942,-1.6911152357886583,1.8073978206602395
0,3,full,individual,0.0,0.0899134606987028,-1.6911152357886583,0.0
