game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,0.491498964323985,0.24807099986063771,3.783015834313671,1.9812834414345135
0,1,pure,individual,2.225881111058624,1.116526376002098,3.783015834313671,1.9935768280089796
0,2,pure,individual,1.151253915494774,0.5840151565803785,3.783015834313671,1.971274037194146
0,3,pure,individual,0.0,1.6630004518030796,3.783015834313671,0.0
0,0,partial,individual,0.491498964323985,0.24807099986063771,3.783015834313671,1.9812834414345135
0,1,partial,individual,2.225881111058624,1.116526376002098,3.783015834313671,1.9935768280089796
0,2,partial,individual,1.151253915494774,0.5840151565803785,3.783015834313671,1.971274037194146
0,3,partial,individual,1.1102230246251565e-16,1.6630004518030796,3.783015834313671,6.676023589899908e-17
0,0,full,individual,0.4914989643239851,0.24807099986063771,3.783015834313671,1.981283441434514
0,1,full,individual,2.225881111058624,1.116526376002098,3.783015834313671,1.9935768280089796
0,2,full,individual,1.1512539154947743,0.5840151565803785,3.783015834313671,1.9712740371941464
0,3,full,individual,0.0,1.6630004518030796,3.783015834313671,0.0
