game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,2.074180891561412,1.0,-0.49387954747796264,2.074180891561412
0,1,pure,individual,1.8906742812002422,1.0,-0.49387954747796264,1.8906742812002422
0,2,pure,individual,1.9693133927539257,1.0,-0.49387954747796264,1.9693133927539257
0,3,pure,individual,0.0,1.0,-0.49387954747796264,0.0
0,0,partial,individual,2.912429066880447,1.0,-0.49387954747796264,2.912429066880447
0,1,partial,individual,2.702562053097259,1.0,-0.49387954747796264,2.702562053097259
0,2,partial,individual,2.3113477630817028,1.0,-0.49387954747796264,2.3113477630817028
0,3,partial,individual,0.0,1.0,-0.49387954747796264,0.0
0,0,full,individual,4.054635474250972,1.0,-0.49387954747796264,4.054635474250972
0,1,full,individual,3.8184080570457652,1.0,-0.49387954747796264,3.8184080570457652
0,2,full,individual,2.9573403654609693,1.0,-0.49387954747796264,2.9573403654609693
0,3,full,individual,0.0,1.0,-0.49387954747796264,0.0
