game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,-0.43574585003511346,-0.035483,-2.215145,12.280412
0,1,pure,individual,-1.1195356512279948,-0.572398,-2.215145,1.955869
0,2,pure,individual,-1.0841414795836624,-0.514927,-2.215145,2.105428
0,3,pure,individual,0.0027393579616376007,-0.049462,-2.215145,-0.055383
0,0,partial,individual,-0.13876731205157933,-0.035483,-2.215145,3.910811
0,1,partial,individual,-1.1316625855427664,-0.572398,-2.215145,1.977055
0,2,partial,individual,-0.9944786647128188,-0.514927,-2.215145,1.9313
0,3,partial,individual,0.09419371775035668,-0.049462,-2.215145,-1.904365
0,0,full,individual,-0.0915872908969253,-0.035483,-2.215145,2.58116
0,1,full,individual,-1.1584902345110646,-0.572398,-2.215145,2.023924
0,2,full,individual,-1.0393997291627142,-0.514927,-2.215145,2.018538
0,3,full,individual,0.0,-0.049462,-2.215145,-0.0
