game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,-3.268285111633511,-0.877758,-1.875847,3.723447
0,1,pure,individual,-2.4483397353732244,-0.718968,-1.875847,3.405353
0,2,pure,individual,0.32843885287424857,0.249348,-1.875847,1.317191
0,3,pure,individual,-0.17669626645142888,0.383778,-1.875847,-0.460413
0,0,partial,individual,-1.9037874925657505,-0.877758,-1.875847,2.168921
0,1,partial,individual,-1.4330151567548783,-0.718968,-1.875847,1.993156
0,2,partial,individual,0.7114418027469984,0.249348,-1.875847,2.853208
0,3,partial,individual,0.10795604166296718,0.383778,-1.875847,0.281298
0,0,full,individual,-1.039158383314771,-0.877758,-1.875847,1.183878
0,1,full,individual,-0.7173726282438866,-0.718968,-1.875847,0.997781
0,2,full,individual,0.6306669944920225,0.249348,-1.875847,2.529264
0,3,full,individual,0.0,0.383778,-1.875847,0.0
