game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,1.9979276595968707,1.0,-2.2052927805230187,1.9979276595968707
0,1,pure,individual,1.997367903273997,1.0,-2.2052927805230187,1.997367903273997
0,2,pure,individual,2.0022323541818956,1.0,-2.2052927805230187,2.0022323541818956
0,3,pure,individual,0.0,1.0,-2.2052927805230187,0.0
0,0,partial,individual,2.8315667206803514,1.0,-2.2052927805230187,2.8315667206803514
0,1,partial,individual,2.831006964357478,1.0,-2.2052927805230187,2.831006964357478
0,2,partial,individual,2.3356388076489534,1.0,-2.2052927805230187,2.3356388076489534
0,3,partial,individual,0.0,1.0,-2.2052927805230187,0.0
0,0,full,individual,3.9986122352308895,1.0,-2.2052927805230187,3.9986122352308895
0,1,full,individual,3.998052478908016,1.0,-2.2052927805230187,3.998052478908016
0,2,full,individual,3.002451714583068,1.0,-2.2052927805230187,3.002451714583068
0,3,full,individual,0.0,1.0,-2.2052927805230187,0.0
