game_id,feature_set,feature_influence,entity,explanation
0,0,pure,individual,-0.0896550546584507
0,1,pure,individual,-0.6360863952213036
0,2,pure,individual,-0.35047732138925314
0,3,pure,individual,0.0
1,0,pure,individual,-1.9556791173222412
1,1,pure,individual,-1.8511362058227925
1,2,pure,individual,0.07145632772696509
1,3,pure,individual,0.0
2,0,pure,individual,0.3527839159737636
2,1,pure,individual,-1.4356632322513818
2,2,pure,individual,0.04647964083410683
2,3,pure,individual,0.0
3,0,pure,individual,-0.5117250561466098
3,1,pure,individual,0.02804625923477566
3,2,pure,individual,-0.01909364319793072
3,3,pure,individual,0.0
4,0,pure,individual,-0.23815660455771015
4,1,pure,individual,-0.2992766329287537
4,2,pure,individual,-0.04472595187946116
4,3,pure,individual,0.0
5,0,pure,individual,0.33507784496814796
5,1,pure,individual,-0.3725582314362619
5,2,pure,individual,-0.04804721890365693
5,3,pure,individual,0.0
6,0,pure,individual,-0.38459472824435825
6,1,pure,individual,-0.1899672323078483
6,2,pure,individual,-0.03872607497151237
6,3,pure,individual,0.0
7,0,pure,individual,0.2549555180511769
7,1,pure,individual,-0.3083005426950849
7,2,pure,individual,0.6495234424515339
7,3,pure,individual,0.0
8,0,pure,individual,-0.15424100128109286
8,1,pure,individual,-0.1741041176378757
8,2,pure,individual,-0.15414560146290723
8,3,pure,individual,0.0
9,0,pure,individual,-0.10350328656529872
9,1,pure,individual,-0.0517911598070826
9,2,pure,individual,0.26057341275838075
9,3,pure,individual,0.0
10,0,pure,individual,-0.25239718505027575
10,1,pure,individual,-0.12325723172500247
10,2,pure,individual,-0.10836237917407532
10,3,pure,individual,0.0
11,0,pure,individual,0.29924444699558284
11,1,pure,individual,-0.03569319836335333
11,2,pure,individual,0.0684879548990085
11,3,pure,individual,0.0
12,0,pure,individual,0.6495905112723739
12,1,pure,individual,0.02604356718162859
12,2,pure,individual,-0.012008273153455207
12,3,pure,individual,0.0
13,0,pure,individual,-0.6979802194525924
13,1,pure,individual,0.103666922027287
13,2,pure,individual,0.040223353438526566
13,3,pure,individual,0.0
14,0,pure,individual,0.12275583017269076
14,1,pure,individual,0.3554793587805056
14,2,pure,individual,-0.45274603410092595
14,3,pure,individual,0.0
15,0,pure,individual,-0.5899879433469177
15,1,pure,individual,0.5987414744854807
15,2,pure,individual,0.003075237084216198
15,3,pure,individual,0.0
16,0,pure,individual,-0.11410279938563672
16,1,pure,individual,0.29984953625736344
16,2,pure,individual,0.14681787182209893
16,3,pure,individual,0.0
17,0,pure,individual,0.45017938005641644
17,1,pure,individual,0.1406587470683447
17,2,pure,individual,0.15877956013425853
17,3,pure,individual,0.0
18,0,pure,individual,-0.5458626018951745
18,1,pure,individual,0.5783930866990925
18,2,pure,individual,0.2470758499887703
18,3,pure,individual,0.0
19,0,pure,individual,-0.034323438063782574
19,1,pure,individual,0.17798458461613753
19,2,pure,individual,0.030802671371426338
19,3,pure,individual,0.0
20,0,pure,individual,0.6622406464383421
20,1,pure,individual,-0.3500558013266385
20,2,pure,individual,-0.09891141579721774
20,3,pure,individual,0.0
21,0,pure,individual,-0.5533425240135277
21,1,pure,individual,0.08553494951227836
21,2,pure,individual,0.01342878140672954
21,3,pure,individual,0.0
22,0,pure,individual,0.010334013868001701
22,1,pure,individual,0.24477805746081516
22,2,pure,individual,0.11032084000724884
22,3,pure,individual,0.0
23,0,pure,individual,-0.01948917527005245
23,1,pure,individual,-0.15119008687330193
23,2,pure,individual,-0.08590164533010969
23,3,pure,individual,0.0
24,0,pure,individual,-1.071163008554465
24,1,pure,individual,-0.1447926462866027
24,2,pure,individual,-0.00022944701434957082
24,3,pure,individual,0.0
25,0,pure,individual,0.02413789602588068
25,1,pure,individual,0.4596877608022282
25,2,pure,individual,0.06367033446066317
25,3,pure,individual,0.0
26,0,pure,individual,-0.33812656789541595
26,1,pure,individual,-0.13567989524381296
26,2,pure,individual,0.00966870537322273
26,3,pure,individual,0.0
27,0,pure,individual,0.34412148648641394
27,1,pure,individual,-1.1928086985915716
27,2,pure,individual,-0.6269761024819436
27,3,pure,individual,0.0
28,0,pure,individual,-0.539133813737454
28,1,pure,individual,-0.8216719284151144
28,2,pure,individual,0.4553163194944916
28,3,pure,individual,0.0
29,0,pure,individual,0.1405959959239374
29,1,pure,individual,0.004784560804999727
29,2,pure,individual,0.025151218007357534
29,3,pure,individual,0.0
30,0,pure,individual,-0.3527416256264042
30,1,pure,individual,0.507277885866807
30,2,pure,individual,0.003047978128410067
30,3,pure,individual,0.0
31,0,pure,individual,-0.33896104703626095
31,1,pure,individual,-0.6521107296699227
31,2,pure,individual,0.22485205277647813
31,3,pure,individual,0.0
32,0,pure,individual,-0.34034862701058
32,1,pure,individual,-1.0559516585709705
32,2,pure,individual,-0.04338242296823713
32,3,pure,individual,0.0
33,0,pure,individual,0.2630229735384749
33,1,pure,individual,-0.08652948943169692
33,2,pure,individual,0.047700324305513075
33,3,pure,individual,0.0
34,0,pure,individual,0.3375366259480552
34,1,pure,individual,0.8892497678309708
34,2,pure,individual,0.49451041132625395
34,3,pure,individual,0.0
35,0,pure,individual,0.08785018113477841
35,1,pure,individual,0.01803685715045944
35,2,pure,individual,0.8962763324693933
35,3,pure,individual,0.0
36,0,pure,individual,0.2306940538477329
36,1,pure,individual,-0.35738229500849705
36,2,pure,individual,0.07254904539336371
36,3,pure,individual,0.0
37,0,pure,individual,0.687265483682284
37,1,pure,individual,0.20619299802569202
