game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,0.28147299317175933,0.09636000139791846,0.04007501986146179,2.921056341722299
0,1,pure,individual,-0.5694596105165332,-0.32887185060944973,0.04007501986146179,1.7315547361722736
0,2,pure,individual,0.5617743573393783,0.2373135051545406,0.04007501986146179,2.367224557968355
0,3,pure,individual,0.07240417303385048,0.29743267905865434,0.04007501986146179,0.2434304571474886
0,0,partial,individual,0.21595442007718435,0.09636000139791846,0.04007501986146179,2.241120972854711
0,1,partial,individual,-0.6351077844392955,-0.32887185060944973,0.04007501986146179,1.931171011633692
0,2,partial,individual,0.49611360114506586,0.2373135051545406,0.04007501986146179,2.0905409526608794
0,3,partial,individual,-0.0010787479074391292,0.29743267905865434,0.04007501986146179,-0.0036268641053607896
0,0,full,individual,0.21832340305100648,0.09636000139791846,0.04007501986146179,2.2657056858004845
0,1,full,individual,-0.632805649268062,-0.32887185060944973,0.04007501986146179,1.9241709136716219
0,2,full,individual,0.4984117824447406,0.2373135051545406,0.04007501986146179,2.1002251099033344
0,3,full,individual,0.0,0.29743267905865434,0.04007501986146179,0.0
