game_id,feature_set,feature_influence,entity,explanation
0,0,pure,individual,0.7542885774630103
0,1,pure,individual,-1.9426107340620418
0,2,pure,individual,0.17508616533047255
0,3,pure,individual,0.3402508344585542
1,0,pure,individual,-3.7612136798192446
1,1,pure,individual,-2.4667177416228916
1,2,pure,individual,0.17508616533047255
1,3,pure,individual,0.3402508344585542
2,0,pure,individual,0.11068229745088268
2,1,pure,individual,-1.568932716058498
2,2,pure,individual,0.17508616533047255
2,3,pure,individual,0.3402508344585542
3,0,pure,individual,0.276492804997037
3,1,pure,individual,2.3894941423852467
3,2,pure,individual,0.17508616533047255
3,3,pure,individual,0.3402508344585542
4,0,pure,individual,0.882469468815748
4,1,pure,individual,-1.7804955054611866
4,2,pure,individual,0.17508616533047255
4,3,pure,individual,0.3402508344585542
5,0,pure,individual,-0.22573795838469127
5,1,pure,individual,-1.224890241982723
5,2,pure,individual,0.17508616533047255
5,3,pure,individual,0.3402508344585542
6,0,pure,individual,-0.7131003533408078
6,1,pure,individual,-0.5676541346350156
6,2,pure,individual,0.17508616533047255
6,3,pure,individual,0.3402508344585542
7,0,pure,individual,0.9705110699250309
7,1,pure,individual,0.9974075221133415
7,2,pure,individual,0.17508616533047255
7,3,pure,individual,0.3402508344585542
8,0,pure,individual,-0.8810788839939204
8,1,pure,individual,-1.4904328235618851
8,2,pure,individual,0.17508616533047255
8,3,pure,individual,0.3402508344585542
9,0,pure,individual,-0.08378246880916754
9,1,pure,individual,-1.5431717638876057
9,2,pure,individual,0.17508616533047255
9,3,pure,individual,0.3402508344585542
10,0,pure,individual,1.6321399506270091
10,1,pure,individual,1.221952466017339
10,2,pure,individual,0.17508616533047255
10,3,pure,individual,0.3402508344585542
11,0,pure,individual,0.37789280085809585
11,1,pure,individual,0.573372316317106
11,2,pure,individual,0.17508616533047255
11,3,pure,individual,0.3402508344585542
12,0,pure,individual,1.5033447077620095
12,1,pure,individual,0.27131681897455184
12,2,pure,individual,0.17508616533047255
12,3,pure,individual,0.3402508344585542
13,0,pure,individual,-2.7725796725011858
13,1,pure,individual,-0.5027646027841463
13,2,pure,individual,0.17508616533047255
13,3,pure,individual,0.3402508344585542
14,0,pure,individual,-0.40645773081799685
14,1,pure,individual,3.1244963616073034
14,2,pure,individual,0.17508616533047255
14,3,pure,individual,0.3402508344585542
15,0,pure,individual,-3.2244075939210273
15,1,pure,individual,-0.5331757629932784
