game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,-1.7839209945075891,-0.877758,-2.664285,2.032361
0,1,pure,individual,-1.4337935884276485,-0.718968,-2.664285,1.994238
0,2,pure,individual,0.5123009129068797,0.249348,-2.664285,2.054562
0,3,pure,individual,0.0,0.383778,-2.664285,0.0
0,0,partial,individual,-1.7839209945075893,-0.877758,-2.664285,2.032361
0,1,partial,individual,-1.4337935884276485,-0.718968,-2.664285,1.994238
0,2,partial,individual,0.5123009129068794,0.249348,-2.664285,2.054562
0,3,partial,individual,0.0,0.383778,-2.664285,0.0
0,0,full,individual,-1.7839209945075893,-0.877758,-2.664285,2.032361
0,1,full,individual,-1.4337935884276487,-0.718968,-2.664285,1.994238
0,2,full,individual,0.5123009129068796,0.249348,-2.664285,2.054562
0,3,full,individual,0.0,0.383778,-2.664285,0.0
