game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,0.6181978942148008,0.304717,-0.49388,2.028761
0,1,pure,individual,-2.125233298193494,-1.039984,-0.49388,2.043525
0,2,pure,individual,1.5099781650049033,0.750451,-0.49388,2.012094
0,3,pure,individual,0.0,0.940565,-0.49388,0.0
0,0,partial,individual,0.3779802845887661,0.304717,-0.49388,1.240431
0,1,partial,individual,-2.367852906585591,-1.039984,-0.49388,2.276817
0,2,partial,individual,1.4311551119184793,0.750451,-0.49388,1.90706
0,3,partial,individual,0.0,0.940565,-0.49388,0.0
0,0,full,individual,0.056053697514293344,0.304717,-0.49388,0.183953
0,1,full,individual,-2.692181492426127,-1.039984,-0.49388,2.588676
0,2,full,individual,1.2706230813836175,0.750451,-0.49388,1.693146
0,3,full,individual,0.0,0.940565,-0.49388,0.0
