game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,2.0019828165019202,1.0,-0.49387954747796264,2.0019828165019202
0,1,pure,individual,2.000040122574186,1.0,-0.49387954747796264,2.000040122574186
0,2,pure,individual,1.998590494648669,1.0,-0.49387954747796264,1.998590494648669
0,3,pure,individual,0.0,1.0,-0.49387954747796264,0.0
0,0,partial,individual,2.834341961630907,1.0,-0.49387954747796264,2.834341961630907
0,1,partial,individual,2.8323992677031735,1.0,-0.49387954747796264,2.8323992677031735
0,2,partial,individual,2.331838063835719,1.0,-0.49387954747796264,2.331838063835719
0,3,partial,individual,-2.220446049250313e-16,1.0,-0.49387954747796264,-2.220446049250313e-16
0,0,full,individual,3.999948675946945,1.0,-0.49387954747796264,3.999948675946945
0,1,full,individual,3.9980059820192113,1.0,-0.49387954747796264,3.9980059820192113
0,2,full,individual,2.9983332022098192,1.0,-0.49387954747796264,2.9983332022098192
0,3,full,individual,0.0,1.0,-0.49387954747796264,0.0
