game_id,feature_set,feature_influence,entity,explanation,feature_value,y_explain,explanation/feature_value
0,0,pure,individual,1.9981318721123533,1.0,-2.2151448694812887,1.9981318721123533
0,1,pure,individual,1.9975449722724066,1.0,-2.2151448694812887,1.9975449722724066
0,2,pure,individual,2.002407044898116,1.0,-2.2151448694812887,2.002407044898116
0,3,pure,individual,0.0,1.0,-2.2151448694812887,0.0
0,0,partial,individual,1.9981318721123533,1.0,-2.2151448694812887,1.9981318721123533
0,1,partial,individual,1.9975449722724066,1.0,-2.2151448694812887,1.9975449722724066
0,2,partial,individual,2.002407044898116,1.0,-2.2151448694812887,2.002407044898116
0,3,partial,individual,0.0,1.0,-2.2151448694812887,0.0
0,0,full,individual,1.9981318721123538,1.0,-2.2151448694812887,1.9981318721123538
0,1,full,individual,1.9975449722724066,1.0,-2.2151448694812887,1.9975449722724066
0,2,full,individual,2.0024070448981166,1.0,-2.2151448694812887,2.0024070448981166
0,3,full,individual,0.0,1.0,-2.2151448694812887,0.0
