game_id,feature_set,feature_influence,fanova_setting,entity,explanation,feature_value,explanation/feature_value,random_seed,rho,n_instance,sample_size
0,"(0,)",pure,c,individual,2.2421734127913058,1.0,2.2421734127913058,0,0.0,1,512
0,"(1,)",pure,c,individual,2.243460421804972,1.0,2.243460421804972,0,0.0,1,512
0,"(2,)",pure,c,individual,2.369731698255109,1.0,2.369731698255109,0,0.0,1,512
0,"(3,)",pure,c,individual,0.322004635163804,1.0,0.322004635163804,0,0.0,1,512
0,"(1, 2)",pure,c,individual,4.062706411322482,1.0,4.062706411322482,0,0.0,1,512
0,"(1, 2, 3)",pure,c,individual,4.335154132000235,1.0,4.335154132000235,0,0.0,1,512
0,"(0,)",pure,c,joint,2.2421734127913058,1.0,2.2421734127913058,0,0.0,1,512
0,"(1,)",pure,c,joint,2.243460421804972,1.0,2.243460421804972,0,0.0,1,512
0,"(2,)",pure,c,joint,2.369731698255109,1.0,2.369731698255109,0,0.0,1,512
0,"(3,)",pure,c,joint,0.322004635163804,1.0,0.322004635163804,0,0.0,1,512
0,"(1, 2)",pure,c,joint,4.062706411322482,1.0,4.062706411322482,0,0.0,1,512
0,"(1, 2, 3)",pure,c,joint,4.335154132000235,1.0,4.335154132000235,0,0.0,1,512
0,"(0,)",pure,c,interaction,2.2421734127913058,1.0,2.2421734127913058,0,0.0,1,512
0,"(1,)",pure,c,interaction,2.243460421804972,1.0,2.243460421804972,0,0.0,1,512
0,"(2,)",pure,c,interaction,2.369731698255109,1.0,2.369731698255109,0,0.0,1,512
0,"(3,)",pure,c,interaction,0.322004635163804,1.0,0.322004635163804,0,0.0,1,512
0,"(1, 2)",pure,c,interaction,-0.5504857087375989,1.0,-0.5504857087375989,0,0.0,1,512
0,"(1, 2, 3)",pure,c,interaction,0.7966884784844335,1.0,0.7966884784844335,0,0.0,1,512
0,"(0,)",pure,b,individual,1.9701159127452172,1.0,1.9701159127452172,0,0.0,1,512
0,"(1,)",pure,b,individual,2.0213557851553112,1.0,2.0213557851553112,0,0.0,1,512
0,"(2,)",pure,b,individual,2.003618975552905,1.0,2.003618975552905,0,0.0,1,512
0,"(3,)",pure,b,individual,0.0,1.0,0.0,0,0.0,1,512
0,"(1, 2)",pure,b,individual,4.038224864867801,1.0,4.038224864867801,0,0.0,1,512
0,"(1, 2, 3)",pure,b,individual,4.038224864867801,1.0,4.038224864867801,0,0.0,1,512
0,"(0,)",pure,b,joint,1.9701159127452172,1.0,1.9701159127452172,0,0.0,1,512
0,"(1,)",pure,b,joint,2.0213557851553112,1.0,2.0213557851553112,0,0.0,1,512
0,"(2,)",pure,b,joint,2.003618975552905,1.0,2.003618975552905,0,0.0,1,512
0,"(3,)",pure,b,joint,0.0,1.0,0.0,0,0.0,1,512
0,"(1, 2)",pure,b,joint,4.038224864867801,1.0,4.038224864867801,0,0.0,1,512
0,"(1, 2, 3)",pure,b,joint,4.038224864867801,1.0,4.038224864867801,0,0.0,1,512
0,"(0,)",pure,b,interaction,1.9701159127452172,1.0,1.9701159127452172,0,0.0,1,512
0,"(1,)",pure,b,interaction,2.0213557851553112,1.0,2.0213557851553112,0,0.0,1,512
0,"(2,)",pure,b,interaction,2.003618975552905,1.0,2.003618975552905,0,0.0,1,512
0,"(3,)",pure,b,interaction,0.0,1.0,0.0,0,0.0,1,512
0,"(1, 2)",pure,b,interaction,0.0132501041595851,1.0,0.0132501041595851,0,0.0,1,512
0,"(1, 2, 3)",pure,b,interaction,8.881784197001252e-16,1.0,8.881784197001252e-16,0,0.0,1,512
0,"(0,)",pure,m,individual,1.885575390033908,1.0,1.885575390033908,0,0.0,1,512
0,"(1,)",pure,m,individual,2.099350080105576,1.0,2.099350080105576,0,0.0,1,512
0,"(2,)",pure,m,individual,1.7653362780268842,1.0,1.7653362780268842,0,0.0,1,512
0,"(3,)",pure,m,individual,0.0,1.0,0.0,0,0.0,1,512
0,"(1, 2)",pure,m,individual,3.9130496601648272,1.0,3.9130496601648272,0,0.0,1,512
0,"(1, 2, 3)",pure,m,individual,3.9130496601648272,1.0,3.9130496601648272,0,0.0,1,512
0,"(0,)",pure,m,joint,1.885575390033908,1.0,1.885575390033908,0,0.0,1,512
0,"(1,)",pure,m,joint,2.099350080105576,1.0,2.099350080105576,0,0.0,1,512
0,"(2,)",pure,m,joint,1.7653362780268842,1.0,1.7653362780268842,0,0.0,1,512
0,"(3,)",pure,m,joint,0.0,1.0,0.0,0,0.0,1,512
0,"(1, 2)",pure,m,joint,3.9130496601648272,1.0,3.9130496601648272,0,0.0,1,512
0,"(1, 2, 3)",pure,m,joint,3.9130496601648272,1.0,3.9130496601648272,0,0.0,1,512
0,"(0,)",pure,m,interaction,1.885575390033908,1.0,1.885575390033908,0,0.0,1,512
0,"(1,)",pure,m,interaction,2.099350080105576,1.0,2.099350080105576,0,0.0,1,512
0,"(2,)",pure,m,interaction,1.7653362780268842,1.0,1.7653362780268842,0,0.0,1,512
0,"(3,)",pure,m,interaction,0.0,1.0,0.0,0,0.0,1,512
0,"(1, 2)",pure,m,interaction,0.0483633020323672,1.0,0.0483633020323672,0,0.0,1,512
0,"(1, 2, 3)",pure,m,interaction,0.0,1.0,0.0,0,0.0,1,512
0,"(0,)",partial,c,individual,2.925059878415084,1.0,2.925059878415084,0,0.0,1,512
0,"(1,)",partial,c,individual,2.9262999350930645,1.0,2.9262999350930645,0,0.0,1,512
0,"(2,)",partial,c,individual,2.461612001915915,1.0,2.461612001915915,0,0.0,1,512
0,"(3,)",partial,c,individual,0.1186684047641069,1.0,0.1186684047641069,0,0.0,1,512
