game_id,feature_set,feature_influence,fanova_setting,entity,explanation,feature_value,explanation/feature_value
0,"(0,)",pure,c,individual,2.006799231089903,1.0,2.006799231089903
0,"(1,)",pure,c,individual,2.0087392812755787,1.0,2.0087392812755787
0,"(2,)",pure,c,individual,2.0091922568919673,1.0,2.0091922568919673
0,"(3,)",pure,c,individual,-0.022123079501159826,1.0,-0.022123079501159826
0,"(1, 2)",pure,c,individual,3.882348880637266,1.0,3.882348880637266
0,"(1, 2, 3)",pure,c,individual,3.838074846396155,1.0,3.838074846396155
0,"(0,)",pure,c,joint,2.006799231089903,1.0,2.006799231089903
0,"(1,)",pure,c,joint,2.0087392812755787,1.0,2.0087392812755787
0,"(2,)",pure,c,joint,2.0091922568919673,1.0,2.0091922568919673
0,"(3,)",pure,c,joint,-0.022123079501159826,1.0,-0.022123079501159826
0,"(1, 2)",pure,c,joint,3.882348880637266,1.0,3.882348880637266
0,"(1, 2, 3)",pure,c,joint,3.838074846396155,1.0,3.838074846396155
0,"(0,)",pure,c,interaction,2.006799231089903,1.0,2.006799231089903
0,"(1,)",pure,c,interaction,2.0087392812755787,1.0,2.0087392812755787
0,"(2,)",pure,c,interaction,2.0091922568919673,1.0,2.0091922568919673
0,"(3,)",pure,c,interaction,-0.022123079501159826,1.0,-0.022123079501159826
0,"(1, 2)",pure,c,interaction,-0.13558265753027943,1.0,-0.13558265753027943
0,"(1, 2, 3)",pure,c,interaction,0.10704251992707547,1.0,0.10704251992707547
0,"(0,)",pure,b,individual,1.985763830074659,1.0,1.985763830074659
0,"(1,)",pure,b,individual,1.9918318353934352,1.0,1.9918318353934352
0,"(2,)",pure,b,individual,2.0101683285494594,1.0,2.0101683285494594
0,"(3,)",pure,b,individual,0.0,1.0,0.0
0,"(1, 2)",pure,b,individual,4.002000163942895,1.0,4.002000163942895
0,"(1, 2, 3)",pure,b,individual,4.002000163942895,1.0,4.002000163942895
0,"(0,)",pure,b,joint,1.985763830074659,1.0,1.985763830074659
0,"(1,)",pure,b,joint,1.9918318353934352,1.0,1.9918318353934352
0,"(2,)",pure,b,joint,2.0101683285494594,1.0,2.0101683285494594
0,"(3,)",pure,b,joint,0.0,1.0,0.0
0,"(1, 2)",pure,b,joint,4.002000163942895,1.0,4.002000163942895
0,"(1, 2, 3)",pure,b,joint,4.002000163942895,1.0,4.002000163942895
0,"(0,)",pure,b,interaction,1.985763830074659,1.0,1.985763830074659
0,"(1,)",pure,b,interaction,1.9918318353934352,1.0,1.9918318353934352
0,"(2,)",pure,b,interaction,2.0101683285494594,1.0,2.0101683285494594
0,"(3,)",pure,b,interaction,0.0,1.0,0.0
0,"(1, 2)",pure,b,interaction,0.0,1.0,0.0
0,"(1, 2, 3)",pure,b,interaction,0.0,1.0,0.0
0,"(0,)",pure,m,individual,2.0144758402104985,1.0,2.0144758402104985
0,"(1,)",pure,m,individual,2.0214955001033643,1.0,2.0214955001033643
0,"(2,)",pure,m,individual,2.1401220567112955,1.0,2.1401220567112955
0,"(3,)",pure,m,individual,0.0,1.0,0.0
0,"(1, 2)",pure,m,individual,4.161617556814663,1.0,4.161617556814663
0,"(1, 2, 3)",pure,m,individual,4.161617556814663,1.0,4.161617556814663
0,"(0,)",pure,m,joint,2.0144758402104985,1.0,2.0144758402104985
0,"(1,)",pure,m,joint,2.0214955001033643,1.0,2.0214955001033643
0,"(2,)",pure,m,joint,2.1401220567112955,1.0,2.1401220567112955
0,"(3,)",pure,m,joint,0.0,1.0,0.0
0,"(1, 2)",pure,m,joint,4.161617556814663,1.0,4.161617556814663
0,"(1, 2, 3)",pure,m,joint,4.161617556814663,1.0,4.161617556814663
0,"(0,)",pure,m,interaction,2.0144758402104985,1.0,2.0144758402104985
0,"(1,)",pure,m,interaction,2.0214955001033643,1.0,2.0214955001033643
0,"(2,)",pure,m,interaction,2.1401220567112955,1.0,2.1401220567112955
0,"(3,)",pure,m,interaction,0.0,1.0,0.0
0,"(1, 2)",pure,m,interaction,3.552713678800501e-15,1.0,3.552713678800501e-15
0,"(1, 2, 3)",pure,m,interaction,0.0,1.0,0.0
0,"(0,)",partial,c,individual,1.9331434715042723,1.0,1.9331434715042723
0,"(1,)",partial,c,individual,1.9350788497177784,1.0,1.9350788497177784
0,"(2,)",partial,c,individual,1.9355452197021197,1.0,1.9355452197021197
0,"(3,)",partial,c,individual,-0.03828635542727299,1.0,-0.03828635542727299
0,"(1, 2)",partial,c,individual,0.0,1.0,0.0
0,"(1, 2, 3)",partial,c,individual,0.0,1.0,0.0
0,"(0,)",partial,c,joint,1.9331434715042726,1.0,1.9331434715042726
0,"(1,)",partial,c,joint,1.9350788497177784,1.0,1.9350788497177784
0,"(2,)",partial,c,joint,1.9355452197021197,1.0,1.9355452197021197
0,"(3,)",partial,c,joint,-0.0382863554272725,1.0,-0.0382863554272725
0,"(1, 2)",partial,c,joint,3.845725113462442,1.0,3.845725113462442
0,"(1, 2, 3)",partial,c,joint,3.7983784004015755,1.0,3.7983784004015755
0,"(0,)",partial,c,interaction,1.9331434715042723,1.0,1.9331434715042723
0,"(1,)",partial,c,interaction,1.9350788497177784,1.0,1.9350788497177784
0,"(2,)",partial,c,interaction,1.9355452197021197,1.0,1.9355452197021197
0,"(3,)",partial,c,interaction,-0.03828635542727299,1.0,-0.03828635542727299
0,"(1, 2)",partial,c,interaction,-0.04336940772531728,1.0,-0.04336940772531728
0,"(1, 2, 3)",partial,c,interaction,0.05449337412929722,1.0,0.05449337412929722
0,"(0,)",partial,b,individual,1.985763830074659,1.0,1.985763830074659
0,"(1,)",partial,b,individual,1.9918318353934352,1.0,1.9918318353934352
0,"(2,)",partial,b,individual,2.0101683285494594,1.0,2.0101683285494594
0,"(3,)",partial,b,individual,0.0,1.0,0.0
0,"(1, 2)",partial,b,individual,0.0,1.0,0.0
