game_id,feature_set,feature_influence,fanova_setting,entity,explanation,feature_value,explanation/feature_value
0,"(0,)",pure,c,individual,4.082617282982289,1.0,4.082617282982289
0,"(1,)",pure,c,individual,4.0818099444735845,1.0,4.0818099444735845
0,"(2,)",pure,c,individual,4.128423380193925,1.0,4.128423380193925
0,"(3,)",pure,c,individual,3.253298120452575,1.0,3.253298120452575
0,"(1, 2)",pure,c,individual,5.7791718784847355,1.0,5.7791718784847355
0,"(1, 2, 3)",pure,c,individual,5.973019300220333,1.0,5.973019300220333
0,"(0,)",pure,c,joint,4.082617282982289,1.0,4.082617282982289
0,"(1,)",pure,c,joint,4.0818099444735845,1.0,4.0818099444735845
0,"(2,)",pure,c,joint,4.128423380193925,1.0,4.128423380193925
0,"(3,)",pure,c,joint,3.253298120452575,1.0,3.253298120452575
0,"(1, 2)",pure,c,joint,5.7791718784847355,1.0,5.7791718784847355
0,"(1, 2, 3)",pure,c,joint,5.973019300220333,1.0,5.973019300220333
0,"(0,)",pure,c,interaction,4.082617282982289,1.0,4.082617282982289
0,"(1,)",pure,c,interaction,4.0818099444735845,1.0,4.0818099444735845
0,"(2,)",pure,c,interaction,4.128423380193925,1.0,4.128423380193925
0,"(3,)",pure,c,interaction,3.253298120452575,1.0,3.253298120452575
0,"(1, 2)",pure,c,interaction,-2.431061446182774,1.0,-2.431061446182774
0,"(1, 2, 3)",pure,c,interaction,1.631320698556026,1.0,1.631320698556026
0,"(0,)",pure,b,individual,2.0115856658363294,1.0,2.0115856658363294
0,"(1,)",pure,b,individual,1.9640925055135128,1.0,1.9640925055135128
0,"(2,)",pure,b,individual,1.9813001336686065,1.0,1.9813001336686065
0,"(3,)",pure,b,individual,0.0,1.0,0.0
0,"(1, 2)",pure,b,individual,3.949872021917652,1.0,3.949872021917652
0,"(1, 2, 3)",pure,b,individual,3.949872021917652,1.0,3.949872021917652
0,"(0,)",pure,b,joint,2.0115856658363294,1.0,2.0115856658363294
0,"(1,)",pure,b,joint,1.9640925055135128,1.0,1.9640925055135128
0,"(2,)",pure,b,joint,1.9813001336686065,1.0,1.9813001336686065
0,"(3,)",pure,b,joint,0.0,1.0,0.0
0,"(1, 2)",pure,b,joint,3.949872021917652,1.0,3.949872021917652
0,"(1, 2, 3)",pure,b,joint,3.949872021917652,1.0,3.949872021917652
0,"(0,)",pure,b,interaction,2.0115856658363294,1.0,2.0115856658363294
0,"(1,)",pure,b,interaction,1.9640925055135128,1.0,1.9640925055135128
0,"(2,)",pure,b,interaction,1.9813001336686065,1.0,1.9813001336686065
0,"(3,)",pure,b,interaction,0.0,1.0,0.0
0,"(1, 2)",pure,b,interaction,0.004479382735532944,1.0,0.004479382735532944
0,"(1, 2, 3)",pure,b,interaction,0.0,1.0,0.0
0,"(0,)",pure,m,individual,1.9468447302223468,1.0,1.9468447302223468
0,"(1,)",pure,m,individual,1.9190324786939812,1.0,1.9190324786939812
0,"(2,)",pure,m,individual,2.323511749347677,1.0,2.323511749347677
0,"(3,)",pure,m,individual,0.0,1.0,0.0
0,"(1, 2)",pure,m,individual,3.396330777794457,1.0,3.396330777794457
0,"(1, 2, 3)",pure,m,individual,3.396330777794457,1.0,3.396330777794457
0,"(0,)",pure,m,joint,1.9468447302223468,1.0,1.9468447302223468
0,"(1,)",pure,m,joint,1.9190324786939812,1.0,1.9190324786939812
0,"(2,)",pure,m,joint,2.323511749347677,1.0,2.323511749347677
0,"(3,)",pure,m,joint,0.0,1.0,0.0
0,"(1, 2)",pure,m,joint,3.396330777794457,1.0,3.396330777794457
0,"(1, 2, 3)",pure,m,joint,3.396330777794457,1.0,3.396330777794457
0,"(0,)",pure,m,interaction,1.9468447302223468,1.0,1.9468447302223468
0,"(1,)",pure,m,interaction,1.9190324786939812,1.0,1.9190324786939812
0,"(2,)",pure,m,interaction,2.323511749347677,1.0,2.323511749347677
0,"(3,)",pure,m,interaction,0.0,1.0,0.0
0,"(1, 2)",pure,m,interaction,-0.846213450247201,1.0,-0.846213450247201
0,"(1, 2, 3)",pure,m,interaction,8.881784197001252e-16,1.0,8.881784197001252e-16
0,"(0,)",partial,c,individual,2.0202968665637715,1.0,2.0202968665637715
0,"(1,)",partial,c,individual,2.0197226418489693,1.0,2.0197226418489693
