game_id,feature_set,feature_influence,fanova_setting,entity,explanation,feature_value,explanation/feature_value
0,"(0,)",pure,c,individual,3.102064030912212,1.0,3.102064030912212
0,"(1,)",pure,c,individual,2.1899514758680727,1.0,2.1899514758680727
0,"(2,)",pure,c,individual,1.829271425338147,1.0,1.829271425338147
0,"(3,)",pure,c,individual,1.7880152443443469,1.0,1.7880152443443469
0,"(1, 2)",pure,c,individual,2.195417484557721,1.0,2.195417484557721
0,"(1, 2, 3)",pure,c,individual,2.2438209818018366,1.0,2.2438209818018366
0,"(0,)",pure,c,joint,3.102064030912212,1.0,3.102064030912212
0,"(1,)",pure,c,joint,2.1899514758680727,1.0,2.1899514758680727
0,"(2,)",pure,c,joint,1.829271425338147,1.0,1.829271425338147
0,"(3,)",pure,c,joint,1.7880152443443469,1.0,1.7880152443443469
0,"(1, 2)",pure,c,joint,2.195417484557721,1.0,2.195417484557721
0,"(1, 2, 3)",pure,c,joint,2.2438209818018366,1.0,2.2438209818018366
0,"(0,)",pure,c,interaction,3.102064030912212,1.0,3.102064030912212
0,"(1,)",pure,c,interaction,2.1899514758680727,1.0,2.1899514758680727
0,"(2,)",pure,c,interaction,1.829271425338147,1.0,1.829271425338147
0,"(3,)",pure,c,interaction,1.7880152443443469,1.0,1.7880152443443469
0,"(1, 2)",pure,c,interaction,-1.823805416648499,1.0,-1.823805416648499
0,"(1, 2, 3)",pure,c,interaction,0.578550679989287,1.0,0.578550679989287
0,"(0,)",pure,b,individual,1.9854938273422142,1.0,1.9854938273422142
0,"(1,)",pure,b,individual,1.0008655656585765,1.0,1.0008655656585765
0,"(2,)",pure,b,individual,0.9999665408383738,1.0,0.9999665408383738
0,"(3,)",pure,b,individual,0.0,1.0,0.0
0,"(1, 2)",pure,b,individual,2.0008321064969508,1.0,2.0008321064969508
0,"(1, 2, 3)",pure,b,individual,2.0008321064969508,1.0,2.0008321064969508
0,"(0,)",pure,b,joint,1.9854938273422142,1.0,1.9854938273422142
0,"(1,)",pure,b,joint,1.0008655656585765,1.0,1.0008655656585765
0,"(2,)",pure,b,joint,0.9999665408383738,1.0,0.9999665408383738
0,"(3,)",pure,b,joint,0.0,1.0,0.0
0,"(1, 2)",pure,b,joint,2.0008321064969508,1.0,2.0008321064969508
0,"(1, 2, 3)",pure,b,joint,2.0008321064969508,1.0,2.0008321064969508
0,"(0,)",pure,b,interaction,1.9854938273422142,1.0,1.9854938273422142
0,"(1,)",pure,b,interaction,1.0008655656585765,1.0,1.0008655656585765
0,"(2,)",pure,b,interaction,0.9999665408383738,1.0,0.9999665408383738
0,"(3,)",pure,b,interaction,0.0,1.0,0.0
0,"(1, 2)",pure,b,interaction,4.440892098500626e-16,1.0,4.440892098500626e-16
0,"(1, 2, 3)",pure,b,interaction,0.0,1.0,0.0
0,"(0,)",pure,m,individual,1.928922130943688,1.0,1.928922130943688
0,"(1,)",pure,m,individual,0.08333870742749827,1.0,0.08333870742749827
0,"(2,)",pure,m,individual,0.7553474216241305,1.0,0.7553474216241305
0,"(3,)",pure,m,individual,0.0,1.0,0.0
0,"(1, 2)",pure,m,individual,0.838686129051629,1.0,0.838686129051629
0,"(1, 2, 3)",pure,m,individual,0.838686129051629,1.0,0.838686129051629
0,"(0,)",pure,m,joint,1.928922130943688,1.0,1.928922130943688
0,"(1,)",pure,m,joint,0.08333870742749827,1.0,0.08333870742749827
0,"(2,)",pure,m,joint,0.7553474216241305,1.0,0.7553474216241305
0,"(3,)",pure,m,joint,0.0,1.0,0.0
0,"(1, 2)",pure,m,joint,0.838686129051629,1.0,0.838686129051629
0,"(1, 2, 3)",pure,m,joint,0.838686129051629,1.0,0.838686129051629
0,"(0,)",pure,m,interaction,1.928922130943688,1.0,1.928922130943688
0,"(1,)",pure,m,interaction,0.08333870742749827,1.0,0.08333870742749827
0,"(2,)",pure,m,interaction,0.7553474216241305,1.0,0.7553474216241305
0,"(3,)",pure,m,interaction,0.0,1.0,0.0
0,"(1, 2)",pure,m,interaction,0.0,1.0,0.0
0,"(1, 2, 3)",pure,m,interaction,0.0,1.0,0.0
0,"(0,)",partial,c,individual,1.3979686321767955,1.0,1.3979686321767955
0,"(1,)",partial,c,individual,0.636376516864609,1.0,0.636376516864609
0,"(2,)",partial,c,individual,0.12463861308311797,1.0,0.12463861308311797
0,"(3,)",partial,c,individual,0.5992067768156183,1.0,0.5992067768156183
0,"(1, 2)",partial,c,individual,0.0,1.0,0.0
0,"(1, 2, 3)",partial,c,individual,0.0,1.0,0.0
0,"(0,)",partial,c,joint,1.3979686321767955,1.0,1.3979686321767955
0,"(1,)",partial,c,joint,0.6363765168646089,1.0,0.6363765168646089
0,"(2,)",partial,c,joint,0.12463861308311802,1.0,0.12463861308311802
0,"(3,)",partial,c,joint,0.5992067768156185,1.0,0.5992067768156185
0,"(1, 2)",partial,c,joint,0.4487509774184073,1.0,0.4487509774184073
0,"(1, 2, 3)",partial,c,joint,0.9499737449148831,1.0,0.9499737449148831
0,"(0,)",partial,c,interaction,1.3979686321767955,1.0,1.3979686321767955
0,"(1,)",partial,c,interaction,0.636376516864609,1.0,0.636376516864609
0,"(2,)",partial,c,interaction,0.12463861308311797,1.0,0.12463861308311797
0,"(3,)",partial,c,interaction,0.5992067768156183,1.0,0.5992067768156183
0,"(1, 2)",partial,c,interaction,-0.8909795684348558,1.0,-0.8909795684348558
0,"(1, 2, 3)",partial,c,interaction,0.5904505081122366,1.0,0.5904505081122366
0,"(0,)",partial,b,individual,1.985493827342214,1.0,1.985493827342214
0,"(1,)",partial,b,individual,1.0008655656585765,1.0,1.0008655656585765
0,"(2,)",partial,b,individual,0.9999665408383734,1.0,0.9999665408383734
0,"(3,)",partial,b,individual,0.0,1.0,0.0
0,"(1, 2)",partial,b,individual,0.0,1.0,0.0
0,"(1, 2, 3)",partial,b,individual,0.0,1.0,0.0
0,"(0,)",partial,b,joint,1.985493827342214,1.0,1.985493827342214
0,"(1,)",partial,b,joint,1.0008655656585765,1.0,1.0008655656585765
0,"(2,)",partial,b,joint,0.9999665408383734,1.0,0.9999665408383734
0,"(3,)",partial,b,joint,0.0,1.0,0.0
0,"(1, 2)",partial,b,joint,2.0008321064969503,1.0,2.0008321064969503
0,"(1, 2, 3)",partial,b,joint,2.0008321064969503,1.0,2.0008321064969503
0,"(0,)",partial,b,interaction,1.985493827342214,1.0,1.985493827342214
0,"(1,)",partial,b,interaction,1.0008655656585765,1.0,1.0008655656585765
0,"(2,)",partial,b,interaction,0.9999665408383734,1.0,0.9999665408383734
0,"(3,)",partial,b,interaction,0.0,1.0,0.0
0,"(1, 2)",partial,b,interaction,-4.440892098500626e-16,1.0,-4.440892098500626e-16
0,"(1, 2, 3)",partial,b,interaction,0.0,1.0,0.0
0,"(0,)",partial,m,individual,1.928922130943702,1.0,1.928922130943702
0,"(1,)",partial,m,individual,0.08333870742751248,1.0,0.08333870742751248
0,"(2,)",partial,m,individual,0.7553474216241459,1.0,0.7553474216241459
0,"(3,)",partial,m,individual,0.0,1.0,0.0
0,"(1, 2)",partial,m,individual,0.0,1.0,0.0
0,"(1, 2, 3)",partial,m,individual,0.0,1.0,0.0
0,"(0,)",partial,m,joint,1.9289221309437021,1.0,1.9289221309437021
