,l2,r2,order,index,weighting_scheme,game_title
1,0.3316816871354177,0.24895711697924883,1,k-SII,uniform,California Housing Local XAI
2,0.14433397511284757,0.7370099417013085,2,k-SII,uniform,California Housing Local XAI
3,0.0384282076215279,0.9508417499548519,3,k-SII,uniform,California Housing Local XAI
4,0.013114321987847267,0.9840176157356108,4,k-SII,uniform,California Housing Local XAI
5,5.746093750283453e-05,0.9999347620073277,5,k-SII,uniform,California Housing Local XAI
6,1.1981594530963286e-25,1.0,6,k-SII,uniform,California Housing Local XAI
7,1.1985820957248775e-25,1.0,7,k-SII,uniform,California Housing Local XAI
8,1.2030265003216133e-25,1.0,8,k-SII,uniform,California Housing Local XAI
1,0.3316816871354177,0.24895711697924883,1,STII,uniform,California Housing Local XAI
2,0.4015980788194444,0.24961303283214709,2,STII,uniform,California Housing Local XAI
3,0.059273427031250034,0.924005938663596,3,STII,uniform,California Housing Local XAI
4,0.02362740371527784,0.9751368727152652,4,STII,uniform,California Housing Local XAI
5,5.748697916666349e-05,0.9999348101418933,5,STII,uniform,California Housing Local XAI
6,1.1293113406880853e-30,1.0,6,STII,uniform,California Housing Local XAI
7,2.6060721042475882e-30,1.0,7,STII,uniform,California Housing Local XAI
8,2.8251466354216363e-30,1.0,8,STII,uniform,California Housing Local XAI
1,0.33168168510379664,0.2489571221489012,1,FSII,uniform,California Housing Local XAI
2,0.1399914229746004,0.7479114976755136,2,FSII,uniform,California Housing Local XAI
3,0.025728204340909295,0.9689810346393037,3,FSII,uniform,California Housing Local XAI
4,0.004708820014201084,0.9945320777791374,4,FSII,uniform,California Housing Local XAI
5,9.410553779147738e-06,0.9999893087386487,5,FSII,uniform,California Housing Local XAI
6,8.521204175118406e-19,1.0,6,FSII,uniform,California Housing Local XAI
7,4.525830207606722e-19,1.0,7,FSII,uniform,California Housing Local XAI
8,2.8089922742957777e-19,1.0,8,FSII,uniform,California Housing Local XAI
1,0.21480886840820312,0.677158151659103,1,FBII,uniform,California Housing Local XAI
2,0.08871681005859375,0.8879075095911743,2,FBII,uniform,California Housing Local XAI
3,0.022980126464843747,0.9731915604037776,3,FBII,uniform,California Housing Local XAI
4,0.003677137451171872,0.9958047512309152,4,FBII,uniform,California Housing Local XAI
5,8.087158203125143e-06,0.9999908118173116,5,FBII,uniform,California Housing Local XAI
6,1.3989557031437099e-28,1.0,6,FBII,uniform,California Housing Local XAI
7,2.0547781749820815e-28,1.0,7,FBII,uniform,California Housing Local XAI
8,6.17426991887954e-28,1.0,8,FBII,uniform,California Housing Local XAI
1,9.814124646666697,0.3105536682951878,1,k-SII,Shapley kernel,California Housing Local XAI
2,4.266228210092605,0.7670686881142399,2,k-SII,Shapley kernel,California Housing Local XAI
3,0.7471944063888931,0.9686344468931889,3,k-SII,Shapley kernel,California Housing Local XAI
4,0.30106977444444766,0.9877176783739681,4,k-SII,Shapley kernel,California Housing Local XAI
5,0.0009296064815308602,0.9999650191759586,5,k-SII,Shapley kernel,California Housing Local XAI
6,5.614748588196582e-24,1.0,6,k-SII,Shapley kernel,California Housing Local XAI
7,5.620316103253806e-24,1.0,7,k-SII,Shapley kernel,California Housing Local XAI
8,5.643900859813311e-24,1.0,8,k-SII,Shapley kernel,California Housing Local XAI
1,9.814124646666697,0.3105536682951878,1,STII,Shapley kernel,California Housing Local XAI
2,10.491804444074077,0.4175168722210446,2,STII,Shapley kernel,California Housing Local XAI
3,1.4234149125000006,0.9415137697254296,3,STII,Shapley kernel,California Housing Local XAI
4,1.3539335148888916,0.9572567256125847,4,STII,Shapley kernel,California Housing Local XAI
5,0.004004907407406701,0.9998501617187533,5,STII,Shapley kernel,California Housing Local XAI
6,1.697480323281651e-28,1.0,6,STII,Shapley kernel,California Housing Local XAI
7,5.333556372933304e-28,1.0,7,STII,Shapley kernel,California Housing Local XAI
8,5.894387172738866e-28,1.0,8,STII,Shapley kernel,California Housing Local XAI
1,9.814124575513134,0.31055367508399145,1,FSII,Shapley kernel,California Housing Local XAI
2,4.216945716548798,0.77244797295302,2,FSII,Shapley kernel,California Housing Local XAI
3,0.49884455996516497,0.980876625092554,3,FSII,Shapley kernel,California Housing Local XAI
4,0.10123635313347812,0.9961847014711194,4,FSII,Shapley kernel,California Housing Local XAI
5,0.00016356481481483555,0.9999938392631985,5,FSII,Shapley kernel,California Housing Local XAI
6,1.5935595884989284e-17,1.0,6,FSII,Shapley kernel,California Housing Local XAI
7,1.3343073620844013e-17,1.0,7,FSII,Shapley kernel,California Housing Local XAI
8,7.93773482315423e-18,1.0,8,FSII,Shapley kernel,California Housing Local XAI
1,8.380106173250322,0.6968284243810678,1,FBII,Shapley kernel,California Housing Local XAI
2,3.851419948990886,0.8810033354815403,2,FBII,Shapley kernel,California Housing Local XAI
3,0.615278415397137,0.9771132668925704,3,FBII,Shapley kernel,California Housing Local XAI
4,0.1595211668050149,0.9940726702211383,4,FBII,Shapley kernel,California Housing Local XAI
5,0.0002541644287109134,0.99999042959783,5,FBII,Shapley kernel,California Housing Local XAI
6,6.574048057941126e-27,1.0,6,FBII,Shapley kernel,California Housing Local XAI
7,1.3382006753569004e-26,1.0,7,FBII,Shapley kernel,California Housing Local XAI
8,4.0979614071470633e-26,1.0,8,FBII,Shapley kernel,California Housing Local XAI
