,l2,r2,order,index,weighting_scheme,game_title
1,0.06285012892415916,0.1700015828078767,1,k-SII,uniform,California Housing Feature Selection
2,0.0678546750858866,0.33922336453682245,2,k-SII,uniform,California Housing Feature Selection
3,0.04899653976452262,0.6351418550848112,3,k-SII,uniform,California Housing Feature Selection
4,0.11116997974471679,0.2285206577043679,4,k-SII,uniform,California Housing Feature Selection
5,0.13030082922548966,0.522555891755692,5,k-SII,uniform,California Housing Feature Selection
6,0.04377987670459744,0.8389418618101548,6,k-SII,uniform,California Housing Feature Selection
7,0.014256189279876628,0.9124973813995958,7,k-SII,uniform,California Housing Feature Selection
8,6.555931844341267e-26,1.0,8,k-SII,uniform,California Housing Feature Selection
1,0.06285012892415916,0.1700015828078767,1,STII,uniform,California Housing Feature Selection
2,0.313051007581696,-1.4069730408531225,2,STII,uniform,California Housing Feature Selection
3,0.11236993906043882,0.460821372158737,3,STII,uniform,California Housing Feature Selection
4,0.6331263948508841,0.14136201861322595,4,STII,uniform,California Housing Feature Selection
5,0.3506802033812538,-0.45700178519058987,5,STII,uniform,California Housing Feature Selection
6,0.0463640817229554,0.8097264249705072,6,STII,uniform,California Housing Feature Selection
7,0.0012350659029518264,0.9918497206961407,7,STII,uniform,California Housing Feature Selection
8,1.4232622289021673e-30,1.0,8,STII,uniform,California Housing Feature Selection
1,0.06285012906262034,0.1700015830373136,1,FSII,uniform,California Housing Feature Selection
2,0.03926300752987373,0.602974219753308,2,FSII,uniform,California Housing Feature Selection
3,0.011524023096289334,0.9224007695015896,3,FSII,uniform,California Housing Feature Selection
4,0.0023774065047646262,0.9843164227398786,4,FSII,uniform,California Housing Feature Selection
5,0.0012147825333897382,0.9921639686749686,5,FSII,uniform,California Housing Feature Selection
6,0.00039569591449940567,0.997471922346856,6,FSII,uniform,California Housing Feature Selection
7,4.633149672674864e-05,0.9997010425175774,7,FSII,uniform,California Housing Feature Selection
8,2.162860859775677e-18,1.0,8,FSII,uniform,California Housing Feature Selection
1,0.03419915752269411,0.7165052525160882,1,FBII,uniform,California Housing Feature Selection
2,0.010130918876254155,0.9299879111004195,2,FBII,uniform,California Housing Feature Selection
3,0.004471377314395405,0.9702625771164232,3,FBII,uniform,California Housing Feature Selection
4,0.001349120753998923,0.991210036135963,4,FBII,uniform,California Housing Feature Selection
5,0.0006210809918539725,0.9959725576304105,5,FBII,uniform,California Housing Feature Selection
6,0.00025000393610241027,0.9983827239076799,6,FBII,uniform,California Housing Feature Selection
7,3.8595809467245246e-05,0.9997506646023628,7,FBII,uniform,California Housing Feature Selection
8,3.221124542867043e-28,1.0,8,FBII,uniform,California Housing Feature Selection
1,3.1157843054366903,-0.008045725999373587,1,k-SII,Shapley kernel,California Housing Feature Selection
2,2.160637452689542,0.5158493926805369,2,k-SII,Shapley kernel,California Housing Feature Selection
3,1.0454660326098706,0.8426299957662542,3,k-SII,Shapley kernel,California Housing Feature Selection
4,1.9306678861864262,0.731698313980667,4,k-SII,Shapley kernel,California Housing Feature Selection
5,2.4969062536516216,0.8081219363873937,5,k-SII,Shapley kernel,California Housing Feature Selection
6,1.1276951194971345,0.9104302341630104,6,k-SII,Shapley kernel,California Housing Feature Selection
7,0.21593709274661232,0.9735242415350274,7,k-SII,Shapley kernel,California Housing Feature Selection
8,3.781776114730233e-24,1.0,8,k-SII,Shapley kernel,California Housing Feature Selection
1,3.1157843054366903,-0.008045725999373587,1,STII,Shapley kernel,California Housing Feature Selection
2,7.3234355811650165,-0.1273147435202744,2,STII,Shapley kernel,California Housing Feature Selection
3,3.1504768288009295,0.6712781763230342,3,STII,Shapley kernel,California Housing Feature Selection
4,34.42965979881715,0.1997982873268933,4,STII,Shapley kernel,California Housing Feature Selection
5,38.52764635010951,-1.4576430697625709,5,STII,Shapley kernel,California Housing Feature Selection
6,8.985064568656519,0.588209117913788,6,STII,Shapley kernel,California Housing Feature Selection
7,0.31617687115566756,0.9543664215102491,7,STII,Shapley kernel,California Housing Feature Selection
8,2.9960403055722785e-28,1.0,8,STII,Shapley kernel,California Housing Feature Selection
1,3.1157843078667034,-0.008045720025276593,1,FSII,Shapley kernel,California Housing Feature Selection
2,1.775431697890622,0.5718271556308998,2,FSII,Shapley kernel,California Housing Feature Selection
3,0.3671509998462877,0.9524171277253233,3,FSII,Shapley kernel,California Housing Feature Selection
4,0.08040285994980191,0.9897877884580317,4,FSII,Shapley kernel,California Housing Feature Selection
5,0.03628227686602734,0.995387935139491,5,FSII,Shapley kernel,California Housing Feature Selection
6,0.009026793634309794,0.9988583248298438,6,FSII,Shapley kernel,California Housing Feature Selection
7,0.0007370090236729241,0.9999067918657834,7,FSII,Shapley kernel,California Housing Feature Selection
8,5.122573309732917e-17,1.0,8,FSII,Shapley kernel,California Housing Feature Selection
1,2.2712647669599377,0.7305132784773252,1,FBII,Shapley kernel,California Housing Feature Selection
2,1.484622683295086,0.8446712228080764,2,FBII,Shapley kernel,California Housing Feature Selection
3,0.5916141460948368,0.9239006923306159,3,FBII,Shapley kernel,California Housing Feature Selection
4,0.15535351618644005,0.9803322718032167,4,FBII,Shapley kernel,California Housing Feature Selection
5,0.07619191841024704,0.99062812876157,5,FBII,Shapley kernel,California Housing Feature Selection
6,0.023225033793903338,0.9971427405757545,6,FBII,Shapley kernel,California Housing Feature Selection
7,0.0014782195025951539,0.9998130636446201,7,FBII,Shapley kernel,California Housing Feature Selection
8,1.486749917530584e-26,1.0,8,FBII,Shapley kernel,California Housing Feature Selection
