,l2,r2,order,index,weighting_scheme,game_title
1,0.042903564439484135,0.6386851924033345,1,k-SII,uniform,California Housing Local XAI
2,0.01389840098462303,0.906475920265582,2,k-SII,uniform,California Housing Local XAI
3,0.0018413064161706399,0.985701185570932,3,k-SII,uniform,California Housing Local XAI
4,0.00011159070436507921,0.9991391933868827,4,k-SII,uniform,California Housing Local XAI
5,2.5669642861068623e-08,0.9999998031431442,5,k-SII,uniform,California Housing Local XAI
6,6.398809522624111e-09,0.9999999509292952,6,k-SII,uniform,California Housing Local XAI
7,8.733371911778755e-28,1.0,7,k-SII,uniform,California Housing Local XAI
8,8.797002768450152e-28,1.0,8,k-SII,uniform,California Housing Local XAI
1,0.042903564439484135,0.6386851924033345,1,STII,uniform,California Housing Local XAI
2,0.03672817049107145,0.7514719624799057,2,STII,uniform,California Housing Local XAI
3,0.003029656919642863,0.9758395154884109,3,STII,uniform,California Housing Local XAI
4,0.00021819720238095558,0.9983428736767859,4,STII,uniform,California Housing Local XAI
5,5.84077380951936e-08,0.9999995522297508,5,STII,uniform,California Housing Local XAI
6,4.464285714201711e-09,0.9999999657654642,6,STII,uniform,California Housing Local XAI
7,1.722792483502992e-30,1.0,7,STII,uniform,California Housing Local XAI
8,2.9630432194397624e-31,1.0,8,STII,uniform,California Housing Local XAI
1,0.042903564417643814,0.6386851923693202,1,FSII,uniform,California Housing Local XAI
2,0.013505148638884001,0.9089769855165748,2,FSII,uniform,California Housing Local XAI
3,0.0013738345024067844,0.9893626156889459,3,FSII,uniform,California Housing Local XAI
4,3.735469178461587e-05,0.9997132123059356,4,FSII,uniform,California Housing Local XAI
5,3.1502943546575695e-09,0.9999999758427204,5,FSII,uniform,California Housing Local XAI
6,2.951590647800667e-10,0.999999997736651,6,FSII,uniform,California Housing Local XAI
7,8.165571523412525e-20,1.0,7,FSII,uniform,California Housing Local XAI
8,1.789952972400204e-20,1.0,8,FSII,uniform,California Housing Local XAI
1,0.03927922045898437,0.5689709991219328,1,FBII,uniform,California Housing Local XAI
2,0.009699848876953123,0.9196422523773737,2,FBII,uniform,California Housing Local XAI
3,0.0011776245117187496,0.9908874136599659,3,FBII,uniform,California Housing Local XAI
4,2.8194824218749967e-05,0.9997837488158251,4,FBII,uniform,California Housing Local XAI
5,2.6855468750001745e-09,0.9999999794066053,5,FBII,uniform,California Housing Local XAI
6,2.441406249999318e-10,0.9999999981278732,6,FBII,uniform,California Housing Local XAI
7,6.963235246421109e-29,1.0,7,FBII,uniform,California Housing Local XAI
8,6.743451275968283e-29,1.0,8,FBII,uniform,California Housing Local XAI
1,1.2229871144444444,0.7287367014548514,1,k-SII,Shapley kernel,California Housing Local XAI
2,0.4017258375925929,0.9248893576987399,2,k-SII,Shapley kernel,California Housing Local XAI
3,0.036053688703703825,0.992607390596313,3,k-SII,Shapley kernel,California Housing Local XAI
4,0.0025917099999999884,0.9994701214721721,4,k-SII,Shapley kernel,California Housing Local XAI
5,4.844444444762595e-07,0.9999999017124568,5,k-SII,Shapley kernel,California Housing Local XAI
6,1.7333333327466255e-07,0.9999999648332318,6,k-SII,Shapley kernel,California Housing Local XAI
7,3.8497375737736936e-26,1.0,7,k-SII,Shapley kernel,California Housing Local XAI
8,3.835123400521287e-26,1.0,8,k-SII,Shapley kernel,California Housing Local XAI
1,1.2229871144444444,0.7287367014548514,1,STII,Shapley kernel,California Housing Local XAI
2,0.9722415892592604,0.8186238446435361,2,STII,Shapley kernel,California Housing Local XAI
3,0.09419467404761953,0.980808312141969,3,STII,Shapley kernel,California Housing Local XAI
4,0.012771887619047836,0.9974491127782503,4,STII,Shapley kernel,California Housing Local XAI
5,5.322222222214618e-06,0.9999989207899168,5,STII,Shapley kernel,California Housing Local XAI
6,6.66666666648069e-07,0.9999998647325652,6,STII,Shapley kernel,California Housing Local XAI
7,4.13691600947125e-28,1.0,7,STII,Shapley kernel,California Housing Local XAI
8,4.85106315880168e-29,1.0,8,STII,Shapley kernel,California Housing Local XAI
1,1.2229871126951393,0.7287367013673625,1,FSII,Shapley kernel,California Housing Local XAI
2,0.39662832583322905,0.9256484126762435,2,FSII,Shapley kernel,California Housing Local XAI
3,0.02920163253997018,0.9940485812805677,3,FSII,Shapley kernel,California Housing Local XAI
4,0.0008369025395582874,0.9998304087102206,4,FSII,Shapley kernel,California Housing Local XAI
5,5.505050505185459e-08,0.9999999888320585,5,FSII,Shapley kernel,California Housing Local XAI
6,5.050505054101569e-09,0.9999999989754182,6,FSII,Shapley kernel,California Housing Local XAI
7,2.2256916662772317e-18,1.0,7,FSII,Shapley kernel,California Housing Local XAI
8,6.263265891592655e-19,1.0,8,FSII,Shapley kernel,California Housing Local XAI
1,1.1888285102294922,0.6078289382370985,1,FBII,Shapley kernel,California Housing Local XAI
2,0.371949313972985,0.9034460496634933,2,FBII,Shapley kernel,California Housing Local XAI
3,0.03872818857421948,0.992084494641921,3,FBII,Shapley kernel,California Housing Local XAI
4,0.0013739768880208733,0.9997210786495948,4,FBII,Shapley kernel,California Housing Local XAI
5,8.776855468515997e-08,0.9999999821945998,5,FBII,Shapley kernel,California Housing Local XAI
6,9.350585937559384e-09,0.9999999981030628,6,FBII,Shapley kernel,California Housing Local XAI
7,7.479778420096802e-27,1.0,7,FBII,Shapley kernel,California Housing Local XAI
8,4.7310399881846905e-27,1.0,8,FBII,Shapley kernel,California Housing Local XAI
