,l2,r2,order,index,weighting_scheme,game_title
1,0.13920085519939096,-8.063637059418813,1,k-SII,uniform,California Housing Random Forest Ensemble Selection
2,0.1345602396502379,-4.117565972404139,2,k-SII,uniform,California Housing Random Forest Ensemble Selection
3,0.15489607970505898,-3.3465456063720582,3,k-SII,uniform,California Housing Random Forest Ensemble Selection
4,0.15595078312445904,-3.298936263444511,4,k-SII,uniform,California Housing Random Forest Ensemble Selection
5,0.14544187860729627,-2.8911674495276847,5,k-SII,uniform,California Housing Random Forest Ensemble Selection
6,0.049368693383986965,-0.5598505729027559,6,k-SII,uniform,California Housing Random Forest Ensemble Selection
7,0.03091707194788109,-3.5160188514193127,7,k-SII,uniform,California Housing Random Forest Ensemble Selection
8,0.001639996904447347,-0.23097790204537794,8,k-SII,uniform,California Housing Random Forest Ensemble Selection
9,0.00023429922259989643,0.8118332640557379,9,k-SII,uniform,California Housing Random Forest Ensemble Selection
10,3.4848325357943576e-25,1.0,10,k-SII,uniform,California Housing Random Forest Ensemble Selection
1,0.13920085519939096,-8.063637059418813,1,STII,uniform,California Housing Random Forest Ensemble Selection
2,0.7652146054723561,-14.910150159567895,2,STII,uniform,California Housing Random Forest Ensemble Selection
3,1.332053328382841,-4.117881327751181,3,STII,uniform,California Housing Random Forest Ensemble Selection
4,0.9876744134792871,-1.123472836730104,4,STII,uniform,California Housing Random Forest Ensemble Selection
5,0.3446063390932693,-0.6098925681922378,5,STII,uniform,California Housing Random Forest Ensemble Selection
6,0.057249263706521565,-0.08450901098805308,6,STII,uniform,California Housing Random Forest Ensemble Selection
7,0.004274922677113014,-0.0014454907554988239,7,STII,uniform,California Housing Random Forest Ensemble Selection
8,0.00012262214930144243,0.9225763574889049,8,STII,uniform,California Housing Random Forest Ensemble Selection
9,8.642690453067549e-07,0.9993588729157108,9,STII,uniform,California Housing Random Forest Ensemble Selection
10,5.457653331862155e-29,1.0,10,STII,uniform,California Housing Random Forest Ensemble Selection
1,0.13920085705886837,-8.063637311455558,1,FSII,uniform,California Housing Random Forest Ensemble Selection
2,0.01547388595484125,0.19481588355784452,2,FSII,uniform,California Housing Random Forest Ensemble Selection
3,0.0066298615294530395,-0.28314518988971304,3,FSII,uniform,California Housing Random Forest Ensemble Selection
4,0.001441847153620624,0.2046245949348494,4,FSII,uniform,California Housing Random Forest Ensemble Selection
5,0.00029627186412793465,0.8024593882713552,5,FSII,uniform,California Housing Random Forest Ensemble Selection
6,4.5409843835108124e-05,0.9685949315998408,6,FSII,uniform,California Housing Random Forest Ensemble Selection
7,4.950036891047756e-06,0.9963676747125407,7,FSII,uniform,California Housing Random Forest Ensemble Selection
8,3.3362469471841684e-07,0.9997533276089224,8,FSII,uniform,California Housing Random Forest Ensemble Selection
9,1.0039162568629698e-08,0.9999925778183039,9,FSII,uniform,California Housing Random Forest Ensemble Selection
10,2.0152222992609386e-18,0.9999999999999986,10,FSII,uniform,California Housing Random Forest Ensemble Selection
1,0.0007033558362043898,-0.08335228362141289,1,FBII,uniform,California Housing Random Forest Ensemble Selection
2,0.0004139073044269901,0.5590579737791282,2,FBII,uniform,California Housing Random Forest Ensemble Selection
3,0.0002286773607674329,0.7965356667045487,3,FBII,uniform,California Housing Random Forest Ensemble Selection
4,0.00010752136600400648,0.91364263530591,4,FBII,uniform,California Housing Random Forest Ensemble Selection
5,3.991134672871034e-05,0.9695956328826201,5,FBII,uniform,California Housing Random Forest Ensemble Selection
6,1.0855990372896389e-05,0.9919090210251891,6,FBII,uniform,California Housing Random Forest Ensemble Selection
7,1.9682793819552676e-06,0.9985426929107628,7,FBII,uniform,California Housing Random Forest Ensemble Selection
8,2.0366227611629033e-07,0.9998494059250723,8,FBII,uniform,California Housing Random Forest Ensemble Selection
9,8.440127395600915e-09,0.9999937600141252,9,FBII,uniform,California Housing Random Forest Ensemble Selection
