,l2,r2,order,index,weighting_scheme,game_title
1,1.4585388395158138e-07,-7.875,1,k-SII,uniform,SOUM
2,1.6463587303186552e-07,-3.675000000000008,2,k-SII,uniform,SOUM
3,1.9020024705780756e-07,-2.1292918454935608,3,k-SII,uniform,SOUM
4,1.3021526943265016e-07,-1.2329456497427809,4,k-SII,uniform,SOUM
5,9.905868858940247e-08,-2.6473766358700854,5,k-SII,uniform,SOUM
6,1.2778926250965457e-08,2.454081382552431e-11,6,k-SII,uniform,SOUM
7,2.96403265141338e-09,1.3875356419390528e-10,7,k-SII,uniform,SOUM
8,2.1878877741959263e-29,1.0,8,k-SII,uniform,SOUM
9,2.1878877741959263e-29,1.0,9,k-SII,uniform,SOUM
10,2.1878877741959263e-29,1.0,10,k-SII,uniform,SOUM
1,1.4585388395158138e-07,-7.875,1,STII,uniform,SOUM
2,4.842231559760748e-08,-1.75,2,STII,uniform,SOUM
3,1.819505192152524e-08,-0.5121951219512191,3,STII,uniform,SOUM
4,7.366061342423928e-09,3.3306690738754696e-16,4,STII,uniform,SOUM
5,3.008052938639253e-09,0.3387096774193554,5,STII,uniform,SOUM
6,1.1005071726728976e-09,0.6363636363636365,6,STII,uniform,SOUM
7,2.567850069570095e-10,0.8873239436619719,7,STII,uniform,SOUM
8,4.609711428242918e-41,1.0,8,STII,uniform,SOUM
9,0.0,1.0,9,STII,uniform,SOUM
10,0.0,1.0,10,STII,uniform,SOUM
1,1.4585388154484737e-07,-7.874999973238374,1,FSII,uniform,SOUM
2,2.4423107343534042e-08,-0.07000001207206519,2,FSII,uniform,SOUM
3,1.1640920178860674e-08,-0.15909089832017886,3,FSII,uniform,SOUM
4,3.2757183762768242e-09,0.3799321554162547,4,FSII,uniform,SOUM
5,7.602156681331417e-10,0.7252897068009511,5,FSII,uniform,SOUM
6,1.1904356524645197e-10,0.9450268358235988,6,FSII,uniform,SOUM
7,9.632873573618846e-12,0.9953149196532682,7,FSII,uniform,SOUM
8,3.216730010644651e-26,1.0,8,FSII,uniform,SOUM
9,1.2238979225331467e-26,1.0,9,FSII,uniform,SOUM
10,1.0749630217046778e-26,1.0,10,FSII,uniform,SOUM
1,1.9820592724494174e-09,-29.875000000000025,1,FBII,uniform,SOUM
2,1.7573723913620337e-09,-5.083333333333338,2,FBII,uniform,SOUM
3,1.307998629187268e-09,-0.7717391304347805,3,FBII,uniform,SOUM
4,7.462814264688096e-10,0.4259259259259276,4,FBII,uniform,SOUM
5,2.9690766429404235e-10,0.8302752293577956,5,FBII,uniform,SOUM
6,7.222078320665801e-11,0.9634146341463431,6,FBII,uniform,SOUM
7,8.024531467406535e-12,0.9960629921259843,7,FBII,uniform,SOUM
8,4.310841588131768e-36,1.0,8,FBII,uniform,SOUM
9,8.73592259705148e-36,1.0,9,FBII,uniform,SOUM
10,1.2840448913153038e-36,1.0,10,FBII,uniform,SOUM
1,8.130723072854996e-06,-1.8869623207735908,1,k-SII,Shapley kernel,SOUM
2,5.42611664529408e-06,0.11988946872096451,2,k-SII,Shapley kernel,SOUM
3,5.426116645294068e-06,0.11988946872096817,3,k-SII,Shapley kernel,SOUM
4,3.7853220792404622e-06,0.08201300775044629,4,k-SII,Shapley kernel,SOUM
5,2.1813402118074757e-06,0.13422427033313467,5,k-SII,Shapley kernel,SOUM
6,4.483886859876528e-07,0.7828001395273545,6,k-SII,Shapley kernel,SOUM
7,5.772331309945001e-08,0.965512389661891,7,k-SII,Shapley kernel,SOUM
8,2.997658990510716e-27,1.0,8,k-SII,Shapley kernel,SOUM
9,2.997658990510716e-27,1.0,9,k-SII,Shapley kernel,SOUM
10,2.997658990510716e-27,1.0,10,k-SII,Shapley kernel,SOUM
1,8.130723072854996e-06,-1.8869623207735908,1,STII,Shapley kernel,SOUM
2,4.4118892349587386e-06,-0.4581547390461971,2,STII,Shapley kernel,SOUM
3,2.608818283251466e-06,-0.010005294354374694,3,STII,Shapley kernel,SOUM
4,1.5105548874883358e-06,0.3032631709488729,4,STII,Shapley kernel,SOUM
5,7.976979076526382e-07,0.5688816453522134,5,STII,Shapley kernel,SOUM
6,3.4210051539088934e-07,0.7911920338218298,6,STII,Shapley kernel,SOUM
7,8.451895086127854e-08,0.9449251218372995,7,STII,Shapley kernel,SOUM
8,3.6837513396374225e-38,1.0,8,STII,Shapley kernel,SOUM
9,0.0,1.0,9,STII,Shapley kernel,SOUM
10,0.0,1.0,10,STII,Shapley kernel,SOUM
1,8.13072293579424e-06,-1.8869623187288709,1,FSII,Shapley kernel,SOUM
2,2.608818239274243e-06,0.34052775671641755,2,FSII,Shapley kernel,SOUM
3,7.68183352383756e-07,0.636841385461854,3,FSII,Shapley kernel,SOUM
4,1.8252678455173483e-07,0.894006414448477,4,FSII,Shapley kernel,SOUM
5,3.1929381435561176e-08,0.9796816780946052,5,FSII,Shapley kernel,SOUM
6,3.6119209768734495e-09,0.997669646549768,6,FSII,Shapley kernel,SOUM
7,1.9701387147152727e-10,0.9998726091387516,7,FSII,Shapley kernel,SOUM
8,8.465898228008045e-25,1.0,8,FSII,Shapley kernel,SOUM
9,4.158318179227384e-25,1.0,9,FSII,Shapley kernel,SOUM
10,4.168516773429745e-25,1.0,10,FSII,Shapley kernel,SOUM
1,1.5392968644325648e-06,-138.91822795098378,1,FBII,Shapley kernel,SOUM
2,1.2615036340938847e-06,-23.70435246146868,2,FBII,Shapley kernel,SOUM
3,8.041952152041458e-07,-1.5713377985680754,3,FBII,Shapley kernel,SOUM
4,3.548214530293795e-07,0.4850967795268901,4,FBII,Shapley kernel,SOUM
5,9.313185243949252e-08,0.9187622913807695,5,FBII,Shapley kernel,SOUM
6,1.1426073038358482e-08,0.9920676735977962,6,FBII,Shapley kernel,SOUM
7,4.2466966887167924e-10,0.9997228288336996,7,FBII,Shapley kernel,SOUM
8,7.85594950287578e-34,1.0,8,FBII,Shapley kernel,SOUM
9,7.838429165900198e-34,1.0,9,FBII,Shapley kernel,SOUM
10,4.957470254748994e-34,1.0,10,FBII,Shapley kernel,SOUM
