,l2,r2,order,index,weighting_scheme,game_title
1,4927.573320932537,-0.7349067200253256,1,k-SII,uniform,Bike Sharing Local XAI
2,3177.0114112102715,0.35835046575540264,2,k-SII,uniform,Bike Sharing Local XAI
3,1398.5406522817188,0.8155002634729271,3,k-SII,uniform,Bike Sharing Local XAI
4,589.0754613095107,0.9287229410929225,4,k-SII,uniform,Bike Sharing Local XAI
5,132.05429811619797,0.982465262241509,5,k-SII,uniform,Bike Sharing Local XAI
6,0.4095238095640845,0.9999448380970848,6,k-SII,uniform,Bike Sharing Local XAI
7,1.539497208411689e-20,1.0,7,k-SII,uniform,Bike Sharing Local XAI
8,1.7366223399023768e-20,1.0,8,k-SII,uniform,Bike Sharing Local XAI
9,1.7350313018165568e-20,1.0,9,k-SII,uniform,Bike Sharing Local XAI
10,1.3150372128232096e-20,1.0,10,k-SII,uniform,Bike Sharing Local XAI
11,1.3150372128232096e-20,1.0,11,k-SII,uniform,Bike Sharing Local XAI
12,1.3150372128232096e-20,1.0,12,k-SII,uniform,Bike Sharing Local XAI
1,4927.573320932537,-0.7349067200253256,1,STII,uniform,Bike Sharing Local XAI
2,5975.800830853148,-0.07803229910532039,2,STII,uniform,Bike Sharing Local XAI
3,4013.0508258928357,0.6019741193736026,3,STII,uniform,Bike Sharing Local XAI
4,722.1792212301377,0.9058184454978977,4,STII,uniform,Bike Sharing Local XAI
5,103.48313492062528,0.9861099126970296,5,STII,uniform,Bike Sharing Local XAI
6,0.2857142857127835,0.9999615706329985,6,STII,uniform,Bike Sharing Local XAI
7,1.8817427557786204e-23,1.0,7,STII,uniform,Bike Sharing Local XAI
8,4.040419506064203e-23,1.0,8,STII,uniform,Bike Sharing Local XAI
9,4.2349749668791026e-23,1.0,9,STII,uniform,Bike Sharing Local XAI
10,1.6401889867874695e-23,1.0,10,STII,uniform,Bike Sharing Local XAI
11,5.756782593789269e-24,1.0,11,STII,uniform,Bike Sharing Local XAI
12,0.0,1.0,12,STII,uniform,Bike Sharing Local XAI
1,4927.573321016206,-0.7349067197779835,1,FSII,uniform,Bike Sharing Local XAI
2,2842.771641625084,0.4228471824688498,2,FSII,uniform,Bike Sharing Local XAI
3,769.1107127690461,0.8876201158245498,3,FSII,uniform,Bike Sharing Local XAI
4,175.09635529671903,0.976492255457399,4,FSII,uniform,Bike Sharing Local XAI
5,12.874729997162088,0.9982691479464438,5,FSII,uniform,Bike Sharing Local XAI
6,0.0188902030951149,0.9999974599740642,6,FSII,uniform,Bike Sharing Local XAI
7,2.715907055875868e-13,1.0,7,FSII,uniform,Bike Sharing Local XAI
8,3.372471614392986e-13,1.0,8,FSII,uniform,Bike Sharing Local XAI
9,1.6451156373330425e-13,1.0,9,FSII,uniform,Bike Sharing Local XAI
10,6.258887034514113e-13,0.9999999999999999,10,FSII,uniform,Bike Sharing Local XAI
