,l2,r2,order,index,weighting_scheme,game_title
1,2.772468378139282,-4.028092356131012,1,k-SII,uniform,California Housing Global XAI
2,3.6206583216131207,-2.425604887479155,2,k-SII,uniform,California Housing Global XAI
3,4.715290832159896,-0.6274982385385302,3,k-SII,uniform,California Housing Global XAI
4,20.564252243664832,-1.5405433946215603,4,k-SII,uniform,California Housing Global XAI
5,23.091901951375227,-0.6675756540379969,5,k-SII,uniform,California Housing Global XAI
6,24.484446974412784,-0.8269675907907093,6,k-SII,uniform,California Housing Global XAI
7,19.57083963261365,-1.838304225719542,7,k-SII,uniform,California Housing Global XAI
8,1.4042773704128737e-21,1.0,8,k-SII,uniform,California Housing Global XAI
1,2.772468378139282,-4.028092356131012,1,STII,uniform,California Housing Global XAI
2,5.269872737319728,-1.8376440723960874,2,STII,uniform,California Housing Global XAI
3,37.57892525579097,-1.6935263866017127,3,STII,uniform,California Housing Global XAI
4,106.04355081477715,-0.5901122194760622,4,STII,uniform,California Housing Global XAI
5,92.61081852128133,-0.4290002781228164,5,STII,uniform,California Housing Global XAI
6,24.049233597577665,0.1350509442152097,6,STII,uniform,California Housing Global XAI
7,1.6954935325344789,0.5594552723388522,7,STII,uniform,California Housing Global XAI
8,6.387423697758043e-29,1.0,8,STII,uniform,California Housing Global XAI
1,2.772468377105299,-4.0280923579874175,1,FSII,uniform,California Housing Global XAI
2,2.431548167490434,-1.702833039901385,2,FSII,uniform,California Housing Global XAI
3,1.9360395748171342,-0.33554412797523514,3,FSII,uniform,California Housing Global XAI
4,1.2308125750993748,0.4420281524781725,4,FSII,uniform,California Housing Global XAI
5,0.5870266138844189,0.7828426869233831,5,FSII,uniform,California Housing Global XAI
6,0.2156342634707476,0.924565154199794,6,FSII,uniform,California Housing Global XAI
7,0.0636036934604017,0.9780543930629688,7,FSII,uniform,California Housing Global XAI
8,6.049847238923104e-17,1.0,8,FSII,uniform,California Housing Global XAI
1,2.5181710957620886,-5.204753276532054,1,FBII,uniform,California Housing Global XAI
2,2.2384096766705666,-2.264858721558714,2,FBII,uniform,California Housing Global XAI
3,1.6408147361442242,-0.2786879511440168,3,FBII,uniform,California Housing Global XAI
4,0.9816973830598523,0.4945746379914945,4,FBII,uniform,California Housing Global XAI
5,0.4667242274261295,0.8100656492872892,5,FBII,uniform,California Housing Global XAI
6,0.17301920201177065,0.9371067368439635,6,FBII,uniform,California Housing Global XAI
7,0.05298417289170228,0.9815452543247328,7,FBII,uniform,California Housing Global XAI
8,1.8187835298131487e-26,1.0,8,FBII,uniform,California Housing Global XAI
1,84.26436155817686,-1.3359655276948463,1,k-SII,Shapley kernel,California Housing Global XAI
2,87.58308980165566,-0.7435456761170824,2,k-SII,Shapley kernel,California Housing Global XAI
3,109.89995990797505,-0.5250140174210092,3,k-SII,Shapley kernel,California Housing Global XAI
4,350.6994108036471,-0.05491506539719726,4,k-SII,Shapley kernel,California Housing Global XAI
5,433.8520310492042,0.24734110978149637,5,k-SII,Shapley kernel,California Housing Global XAI
6,437.79436590454077,0.10097747445326899,6,k-SII,Shapley kernel,California Housing Global XAI
7,296.4375773849007,-0.17419087760254848,7,k-SII,Shapley kernel,California Housing Global XAI
8,2.0407964168319312e-19,1.0,8,k-SII,Shapley kernel,California Housing Global XAI
1,84.26436155817686,-1.3359655276948463,1,STII,Shapley kernel,California Housing Global XAI
2,118.1869118993036,-0.6958632618025218,2,STII,Shapley kernel,California Housing Global XAI
3,1127.3901047618542,-0.937883938688483,3,STII,Shapley kernel,California Housing Global XAI
4,5495.066548272357,-0.47491562263238163,4,STII,Shapley kernel,California Housing Global XAI
5,9439.324517282788,-0.712337741680122,5,STII,Shapley kernel,California Housing Global XAI
6,4336.715802963951,-0.16749489247197258,6,STII,Shapley kernel,California Housing Global XAI
7,434.0463443288266,-0.4266226879134978,7,STII,Shapley kernel,California Housing Global XAI
8,1.0053640271779513e-26,1.0,8,STII,Shapley kernel,California Housing Global XAI
1,84.26436153798778,-1.3359655300585054,1,FSII,Shapley kernel,California Housing Global XAI
2,67.00174745557375,-0.32194142763750144,2,FSII,Shapley kernel,California Housing Global XAI
3,50.28818577120795,0.2221366878326,3,FSII,Shapley kernel,California Housing Global XAI
4,28.877794181943795,0.6685484015489034,4,FSII,Shapley kernel,California Housing Global XAI
5,12.475848694835548,0.8778367043853921,5,FSII,Shapley kernel,California Housing Global XAI
6,3.783554041929235,0.9659339933022972,6,FSII,Shapley kernel,California Housing Global XAI
7,1.0117630403935418,0.9910787338395857,7,FSII,Shapley kernel,California Housing Global XAI
8,1.3135731946741811e-15,1.0,8,FSII,Shapley kernel,California Housing Global XAI
1,86.98387770149989,-1.8249870267845005,1,FBII,Shapley kernel,California Housing Global XAI
2,71.3884199539747,-0.49863829947965965,2,FBII,Shapley kernel,California Housing Global XAI
3,66.18579844138917,0.23769202490798536,3,FBII,Shapley kernel,California Housing Global XAI
4,47.992064953113626,0.572503952241714,4,FBII,Shapley kernel,California Housing Global XAI
5,21.38420602954121,0.812949123728651,5,FBII,Shapley kernel,California Housing Global XAI
6,7.632640594349756,0.9337400435246461,6,FBII,Shapley kernel,California Housing Global XAI
7,2.029293821751949,0.9816412818003621,7,FBII,Shapley kernel,California Housing Global XAI
8,7.290416316071285e-25,1.0,8,FBII,Shapley kernel,California Housing Global XAI
