,l2,r2,order,index,weighting_scheme,game_title
1,0.19330699688723815,-9.651617821316801,1,k-SII,uniform,Adult Census Ensemble Selection
2,0.4246372848838403,-9.05710515361177,2,k-SII,uniform,Adult Census Ensemble Selection
3,0.556872167033423,-2.2450645540255403,3,k-SII,uniform,Adult Census Ensemble Selection
4,1.1705377864785889,-3.5348455858028176,4,k-SII,uniform,Adult Census Ensemble Selection
5,1.272875681313159,-2.4869357600183313,5,k-SII,uniform,Adult Census Ensemble Selection
6,1.025529790181816,-1.8718575807613753,6,k-SII,uniform,Adult Census Ensemble Selection
7,0.8344931593285725,-4.140253661750126,7,k-SII,uniform,Adult Census Ensemble Selection
8,0.17739875619650375,-1.365576255894645,8,k-SII,uniform,Adult Census Ensemble Selection
9,0.11690593857574,-6.444719245732821,9,k-SII,uniform,Adult Census Ensemble Selection
10,5.556474384443457e-24,1.0,10,k-SII,uniform,Adult Census Ensemble Selection
1,0.19330699688723815,-9.651617821316801,1,STII,uniform,Adult Census Ensemble Selection
2,2.189577227224044,-21.86437054546149,2,STII,uniform,Adult Census Ensemble Selection
3,6.52383255292288,-4.0612051523212465,3,STII,uniform,Adult Census Ensemble Selection
4,7.891896508241465,-1.3125706455041661,4,STII,uniform,Adult Census Ensemble Selection
5,4.54216712470286,-0.549844027345014,5,STII,uniform,Adult Census Ensemble Selection
6,1.3312762252968486,-0.2324345756546875,6,STII,uniform,Adult Census Ensemble Selection
7,0.20344434137556416,-0.10324004990274216,7,STII,uniform,Adult Census Ensemble Selection
8,0.015509183975413888,0.02810317411201335,8,STII,uniform,Adult Census Ensemble Selection
9,0.00043123567716495494,0.6337740176387925,9,STII,uniform,Adult Census Ensemble Selection
10,6.15992948234962e-28,1.0,10,STII,uniform,Adult Census Ensemble Selection
1,0.19330700011491414,-9.651618211814803,1,FSII,uniform,Adult Census Ensemble Selection
2,0.031092395245793266,-0.2935679176558468,2,FSII,uniform,Adult Census Ensemble Selection
3,0.0186462489216111,-0.7676757113468224,3,FSII,uniform,Adult Census Ensemble Selection
4,0.006047214539635997,0.04641365582912538,4,FSII,uniform,Adult Census Ensemble Selection
5,0.0019512369204059685,0.224566312704783,5,FSII,uniform,Adult Census Ensemble Selection
6,0.0005043854791910393,0.6069783435426344,6,FSII,uniform,Adult Census Ensemble Selection
7,0.00010449527580486284,0.8801388101536304,7,FSII,uniform,Adult Census Ensemble Selection
8,1.966543566536715e-05,0.9749514141809817,8,FSII,uniform,Adult Census Ensemble Selection
9,5.009140005332717e-06,0.993522053572188,9,FSII,uniform,Adult Census Ensemble Selection
10,1.2276848040335617e-17,0.9999999999999841,10,FSII,uniform,Adult Census Ensemble Selection
1,0.0006993253877499757,-8.442982306305213,1,FBII,uniform,Adult Census Ensemble Selection
2,0.0006453354152210384,-4.039806577253361,2,FBII,uniform,Adult Census Ensemble Selection
3,0.000555202706069051,-1.5446960249853934,3,FBII,uniform,Adult Census Ensemble Selection
4,0.00041578319314526527,-0.16270507762427333,4,FBII,uniform,Adult Census Ensemble Selection
5,0.00025697244044831915,0.5023873919324269,5,FBII,uniform,Adult Census Ensemble Selection
6,0.00012333038335023884,0.8102763271497397,6,FBII,uniform,Adult Census Ensemble Selection
7,4.355460076873109e-05,0.9403221406456459,7,FBII,uniform,Adult Census Ensemble Selection
8,1.3258736728602358e-05,0.9825571473774505,8,FBII,uniform,Adult Census Ensemble Selection
9,4.211285909809931e-06,0.99452490848697,9,FBII,uniform,Adult Census Ensemble Selection
10,9.865644938198334e-28,1.0,10,FBII,uniform,Adult Census Ensemble Selection
1,12.077308930216644,-2.2537311415280636,1,k-SII,Shapley kernel,Adult Census Ensemble Selection
2,12.450175157560153,-0.39004512448755424,2,k-SII,Shapley kernel,Adult Census Ensemble Selection
3,18.24383137439623,-0.2714160053745638,3,k-SII,Shapley kernel,Adult Census Ensemble Selection
4,28.90313164763022,-0.4621616184887123,4,k-SII,Shapley kernel,Adult Census Ensemble Selection
5,31.99603672105708,-0.3705470708433456,5,k-SII,Shapley kernel,Adult Census Ensemble Selection
6,26.685566517831166,-0.20802205279365205,6,k-SII,Shapley kernel,Adult Census Ensemble Selection
7,17.37865054178381,-0.3999756363769178,7,k-SII,Shapley kernel,Adult Census Ensemble Selection
8,4.948352504823216,-0.13479227067904098,8,k-SII,Shapley kernel,Adult Census Ensemble Selection
9,2.191780264580475,-0.2726238594922985,9,k-SII,Shapley kernel,Adult Census Ensemble Selection
10,3.0760382097297133e-21,1.0,10,k-SII,Shapley kernel,Adult Census Ensemble Selection
1,12.077308930216644,-2.2537311415280636,1,STII,Shapley kernel,Adult Census Ensemble Selection
2,58.11264841933195,-1.8177393868448926,2,STII,Shapley kernel,Adult Census Ensemble Selection
3,256.133468774596,-1.4342291796731659,3,STII,Shapley kernel,Adult Census Ensemble Selection
4,584.4695191590429,-0.9182761430905524,4,STII,Shapley kernel,Adult Census Ensemble Selection
5,664.3248340548199,-0.7298984345746973,5,STII,Shapley kernel,Adult Census Ensemble Selection
6,374.90005185075097,-0.5116406018527062,6,STII,Shapley kernel,Adult Census Ensemble Selection
7,103.00844839124973,-0.4350885399549107,7,STII,Shapley kernel,Adult Census Ensemble Selection
8,12.53766748245962,-0.1600185141614192,8,STII,Shapley kernel,Adult Census Ensemble Selection
9,0.44158533341691386,0.5437612165027527,9,STII,Shapley kernel,Adult Census Ensemble Selection
10,5.30339940337785e-25,1.0,10,STII,Shapley kernel,Adult Census Ensemble Selection
1,12.077309046255834,-2.253731237963475,1,FSII,Shapley kernel,Adult Census Ensemble Selection
2,4.326037139390896,0.133611947107527,2,FSII,Shapley kernel,Adult Census Ensemble Selection
3,1.5163533040670256,0.2560012055987704,3,FSII,Shapley kernel,Adult Census Ensemble Selection
4,0.46674025961124166,0.6065846756947808,4,FSII,Shapley kernel,Adult Census Ensemble Selection
5,0.12079512217876845,0.852382465840978,5,FSII,Shapley kernel,Adult Census Ensemble Selection
6,0.024998604527232054,0.9657528767318878,6,FSII,Shapley kernel,Adult Census Ensemble Selection
7,0.004097395837858814,0.994220221199353,7,FSII,Shapley kernel,Adult Census Ensemble Selection
8,0.00048752437586812333,0.9993095576764294,8,FSII,Shapley kernel,Adult Census Ensemble Selection
9,9.082380366444155e-05,0.9998713190145263,9,FSII,Shapley kernel,Adult Census Ensemble Selection
10,5.687561083521967e-16,0.9999999999999992,10,FSII,Shapley kernel,Adult Census Ensemble Selection
1,0.688536370858314,-86.21145343270771,1,FBII,Shapley kernel,Adult Census Ensemble Selection
2,0.628328032350267,-33.509826436766126,2,FBII,Shapley kernel,Adult Census Ensemble Selection
3,0.524570744055708,-3.9721777611218725,3,FBII,Shapley kernel,Adult Census Ensemble Selection
4,0.3811770068881964,-0.7741662517472436,4,FBII,Shapley kernel,Adult Census Ensemble Selection
5,0.21752856036958962,0.4388765401424962,5,FBII,Shapley kernel,Adult Census Ensemble Selection
6,0.08312249924335083,0.8485416626183511,6,FBII,Shapley kernel,Adult Census Ensemble Selection
7,0.01801734887867762,0.9716758380084897,7,FBII,Shapley kernel,Adult Census Ensemble Selection
8,0.0019603133317563056,0.9971580920226327,8,FBII,Shapley kernel,Adult Census Ensemble Selection
9,0.00022286726647246716,0.9996824498739658,9,FBII,Shapley kernel,Adult Census Ensemble Selection
10,5.749374099542033e-25,1.0,10,FBII,Shapley kernel,Adult Census Ensemble Selection
