,l2,r2,order,index,weighting_scheme,game_title
1,0.07258159801359072,-6.209681849591995,1,k-SII,uniform,California Housing Dataset Valuation
2,0.09156124454979622,-4.3056284849641395,2,k-SII,uniform,California Housing Dataset Valuation
3,0.10210500948968673,-4.366533867624741,3,k-SII,uniform,California Housing Dataset Valuation
4,0.1791734258772325,-5.335407662139473,4,k-SII,uniform,California Housing Dataset Valuation
5,0.17845007694790355,-3.719872383035967,5,k-SII,uniform,California Housing Dataset Valuation
6,0.1294253144347579,-2.3145587004927277,6,k-SII,uniform,California Housing Dataset Valuation
7,0.1241525767884192,-3.907836182120475,7,k-SII,uniform,California Housing Dataset Valuation
8,0.026837667476497462,-1.831879263729137,8,k-SII,uniform,California Housing Dataset Valuation
9,0.01668464872433221,-4.454962632302087,9,k-SII,uniform,California Housing Dataset Valuation
10,3.982228923975744e-24,1.0,10,k-SII,uniform,California Housing Dataset Valuation
1,0.07258159801359072,-6.209681849591995,1,STII,uniform,California Housing Dataset Valuation
2,0.4445752083858917,-13.764154105698934,2,STII,uniform,California Housing Dataset Valuation
3,0.9226585921461878,-4.268218705036562,3,STII,uniform,California Housing Dataset Valuation
4,0.8973332946952964,-1.129850926336704,4,STII,uniform,California Housing Dataset Valuation
5,0.4885684290378903,-0.631292252396918,5,STII,uniform,California Housing Dataset Valuation
6,0.16291259092379476,-0.13602890403260148,6,STII,uniform,California Housing Dataset Valuation
7,0.03188785184286958,-0.18328139692752932,7,STII,uniform,California Housing Dataset Valuation
8,0.0023937015186337217,0.48947443929189693,8,STII,uniform,California Housing Dataset Valuation
9,6.154534045433608e-05,0.960657095020068,9,STII,uniform,California Housing Dataset Valuation
10,1.849462099651556e-28,1.0,10,STII,uniform,California Housing Dataset Valuation
1,0.07258159897130423,-6.209682033418774,1,FSII,uniform,California Housing Dataset Valuation
2,0.00911229270394098,0.264882863491696,2,FSII,uniform,California Housing Dataset Valuation
3,0.0042713469883981815,-0.259895125261008,3,FSII,uniform,California Housing Dataset Valuation
4,0.001085381676332723,0.28988173175141874,4,FSII,uniform,California Housing Dataset Valuation
5,0.00037222719141841284,0.780845241142637,5,FSII,uniform,California Housing Dataset Valuation
6,7.435353948888064e-05,0.9546899023343203,6,FSII,uniform,California Housing Dataset Valuation
7,2.761450083888175e-05,0.9827395138911431,7,FSII,uniform,California Housing Dataset Valuation
8,5.215788991194027e-06,0.9967129812122721,8,FSII,uniform,California Housing Dataset Valuation
9,7.14897316046214e-07,0.9995504088113811,9,FSII,uniform,California Housing Dataset Valuation
10,1.2500645171413508e-18,0.9999999999999992,10,FSII,uniform,California Housing Dataset Valuation
1,0.0007282069313192439,0.15520424553386813,1,FBII,uniform,California Housing Dataset Valuation
2,0.0005496502515872575,0.47176867451931415,2,FBII,uniform,California Housing Dataset Valuation
3,0.00037264495951116165,0.6939396043603128,3,FBII,uniform,California Housing Dataset Valuation
4,0.000233183927147741,0.8281640384097227,4,FBII,uniform,California Housing Dataset Valuation
5,0.00011090677215326553,0.9250271194153815,5,FBII,uniform,California Housing Dataset Valuation
6,4.5654117804529736e-05,0.97044169507063,6,FBII,uniform,California Housing Dataset Valuation
7,1.626058527553638e-05,0.9896688530514364,7,FBII,uniform,California Housing Dataset Valuation
8,3.923661528683223e-06,0.9975264934546139,8,FBII,uniform,California Housing Dataset Valuation
9,6.010287153746712e-07,0.9996218988295223,9,FBII,uniform,California Housing Dataset Valuation
10,1.7716604642940466e-28,1.0,10,FBII,uniform,California Housing Dataset Valuation
1,3.739183461981659,-0.9346197948536565,1,k-SII,Shapley kernel,California Housing Dataset Valuation
2,2.7001779315252965,0.21264275100070484,2,k-SII,Shapley kernel,California Housing Dataset Valuation
3,2.8549056278429097,-0.27007830114101106,3,k-SII,Shapley kernel,California Housing Dataset Valuation
4,4.098649500505833,-0.8491456646837461,4,k-SII,Shapley kernel,California Housing Dataset Valuation
5,3.9201556202676935,-0.22642285544227025,5,k-SII,Shapley kernel,California Housing Dataset Valuation
6,2.8921577083091767,0.18575926845743185,6,k-SII,Shapley kernel,California Housing Dataset Valuation
7,2.614072372799243,-0.12602217330275267,7,k-SII,Shapley kernel,California Housing Dataset Valuation
8,0.7691274625623556,-0.08894054404007168,8,k-SII,Shapley kernel,California Housing Dataset Valuation
9,0.31280775160882257,0.5312500440937895,9,k-SII,Shapley kernel,California Housing Dataset Valuation
10,1.3464535113305494e-21,1.0,10,k-SII,Shapley kernel,California Housing Dataset Valuation
1,3.739183461981659,-0.9346197948536565,1,STII,Shapley kernel,California Housing Dataset Valuation
2,11.819022958708148,-0.9311760442768229,2,STII,Shapley kernel,California Housing Dataset Valuation
3,37.37105911729005,-1.9020096248921274,3,STII,Shapley kernel,California Housing Dataset Valuation
4,66.89037106047911,-0.6528698898133065,4,STII,Shapley kernel,California Housing Dataset Valuation
5,71.54812759265889,-0.9220785526203992,5,STII,Shapley kernel,California Housing Dataset Valuation
6,44.099059936935426,-0.3125991123367746,6,STII,Shapley kernel,California Housing Dataset Valuation
7,15.869640299015716,-0.6704993031338093,7,STII,Shapley kernel,California Housing Dataset Valuation
8,1.9079497166888557,0.33807657088961485,8,STII,Shapley kernel,California Housing Dataset Valuation
9,0.06302242862524014,0.8864762356651531,9,STII,Shapley kernel,California Housing Dataset Valuation
10,1.7923265469945877e-25,1.0,10,STII,Shapley kernel,California Housing Dataset Valuation
1,3.739183496644917,-0.9346198382282447,1,FSII,Shapley kernel,California Housing Dataset Valuation
2,1.0170514508753203,0.5777966376376824,2,FSII,Shapley kernel,California Housing Dataset Valuation
3,0.30554802074553034,0.7148051317833701,3,FSII,Shapley kernel,California Housing Dataset Valuation
4,0.0648374590485431,0.9185873751876721,4,FSII,Shapley kernel,California Housing Dataset Valuation
5,0.01996858548309701,0.9700942924668812,5,FSII,Shapley kernel,California Housing Dataset Valuation
6,0.002560394005318274,0.996015617865233,6,FSII,Shapley kernel,California Housing Dataset Valuation
7,0.0008638207379434354,0.9986456301034091,7,FSII,Shapley kernel,California Housing Dataset Valuation
8,0.00011530561606414299,0.9998190263345771,8,FSII,Shapley kernel,California Housing Dataset Valuation
9,1.2962243649797819e-05,0.9999796524317308,9,FSII,Shapley kernel,California Housing Dataset Valuation
10,4.212987452979676e-17,0.9999999999999999,10,FSII,Shapley kernel,California Housing Dataset Valuation
1,0.3742590145858671,-1.6855853716387745,1,FBII,Shapley kernel,California Housing Dataset Valuation
2,0.2537955315001022,-0.48883579101815133,2,FBII,Shapley kernel,California Housing Dataset Valuation
3,0.13910858276282817,0.6476318851886465,3,FBII,Shapley kernel,California Housing Dataset Valuation
4,0.07312895087273047,0.8478171970006083,4,FBII,Shapley kernel,California Housing Dataset Valuation
5,0.033969801477641656,0.9421241274036087,5,FBII,Shapley kernel,California Housing Dataset Valuation
6,0.007087320433517392,0.9888941191881584,6,FBII,Shapley kernel,California Housing Dataset Valuation
7,0.0032755309456090303,0.9948397904486803,7,FBII,Shapley kernel,California Housing Dataset Valuation
8,0.0003818148827849907,0.9994051620222761,8,FBII,Shapley kernel,California Housing Dataset Valuation
9,3.180729823041065e-05,0.9999500532854073,9,FBII,Shapley kernel,California Housing Dataset Valuation
10,1.2600379015403264e-25,1.0,10,FBII,Shapley kernel,California Housing Dataset Valuation
